종목코드,시가총액,거래소,섹터
003620,1622778288320,KOSPI,소비순환재
042670,1620780038360,KOSPI,산업
007310,1603132000000,KOSPI,필수소비재
298020,1579603930000,KOSPI,소비순환재
000080,1578006247500,KOSPI,필수소비재
006110,1565347862400,KOSPI,소재
000150,1551588106500,KOSPI,필수소비재
073240,1548332946930,KOSPI,소비순환재
006040,1547872744500,KOSPI,필수소비재
002710,1541365383600,KOSPI,소재
051600,1532250000000,KOSPI,산업
336260,1519454443200,KOSPI,에너지
298040,1509644321200,KOSPI,산업
005420,1497920892000,KOSPI,소재
004000,1496400000000,KOSPI,소재
000240,1480989744000,KOSPI,산업
006280,1466660519000,KOSPI,헬스케어
145720,1450016730000,KOSPI,헬스케어
139130,1436048122170,KOSPI,금융
192820,1434577937600,KOSPI,필수소비재
137310,1424020918320,KOSPI,헬스케어
108320,1411741240000,KOSPI,기술
375500,1394905109150,KOSPI,산업
018670,1366076112000,KOSPI,에너지
248070,1365151542300,KOSPI,기술
005300,1360284394400,KOSPI,필수소비재
001740,1355725023750,KOSPI,기술
069620,1353311960000,KOSPI,헬스케어
353200,1336727821250,KOSPI,기술
004800,1333795882500,KOSPI,필수소비재
006360,1285433979800,KOSPI,산업
009240,1259065148000,KOSPI,소비순환재
001440,1254428784000,KOSPI,산업
161890,1226431248000,KOSPI,필수소비재
120110,1224599549500,KOSPI,소비순환재
069960,1212246443800,KOSPI,소비순환재
003090,1200631887000,KOSPI,헬스케어
003690,1182377810900,KOSPI,금융
100090,1170296379360,KOSPI,산업
280360,1168000261200,KOSPI,필수소비재
285130,1161179595900,KOSPI,소재
001120,1139544000000,KOSPI,산업
093370,1130338205920,KOSPI,소재
103140,1098551697600,KOSPI,소재
000210,1077132437600,KOSPI,소재
395400,1075128062420,KOSPI,부동산
009970,1063576176000,KOSPI,소비순환재
267270,1018530998100,KOSPI,산업
089860,1016595248250,KOSPI,산업
014820,1000199229000,KOSPI,소재
009900,997457228330,KOSPI,소비순환재
006650,994500000000,KOSPI,소재
003030,993997680000,KOSPI,소재
294870,962247018000,KOSPI,산업
271940,956852556500,KOSPI,소비순환재
000670,950492640000,KOSPI,기술
089590,945918754050,KOSPI,산업
195870,941800000000,KOSPI,기술
336370,930446667500,KOSPI,기술
001800,914623161200,KOSPI,필수소비재
178920,895672821000,KOSPI,소재
010780,894340943700,KOSPI,산업
192650,892712744250,KOSPI,기술
001430,891173657150,KOSPI,소재
016380,890079183300,KOSPI,소재
300720,885855096600,KOSPI,소재
457190,885166011300,KOSPI,소재
012510,879581596800,KOSPI,기술
069260,878889642000,KOSPI,소재
192080,864970495350,KOSPI,기술
214320,856000000000,KOSPI,소비순환재
085620,843482140585,KOSPI,금융
105630,842000000000,KOSPI,소비순환재
039130,835641538500,KOSPI,소비순환재
114090,834432988300,KOSPI,소비순환재
020560,830435286240,KOSPI,산업
456040,827707937700,KOSPI,소재
003850,816724100000,KOSPI,헬스케어
181710,815771524700,KOSPI,기술
004490,814800000000,KOSPI,소비순환재
001060,811785529800,KOSPI,헬스케어
002840,809400000000,KOSPI,소재
348950,805294080000,KOSPI,부동산
023590,802663778130,KOSPI,금융
066575,787118433600,KOSPI,기술
008730,786160000000,KOSPI,소재
002350,785249731080,KOSPI,소비순환재
025540,781125000000,KOSPI,산업
365550,777774850000,KOSPI,부동산
005250,768911233500,KOSPI,헬스케어
330590,766566829020,KOSPI,부동산
161000,746757683150,KOSPI,소재
003530,746626257000,KOSPI,금융
006120,746283916000,KOSPI,에너지
000400,741703804800,KOSPI,금융
082640,730954390050,KOSPI,금융
007340,730561765500,KOSPI,소비순환재
090460,728921615850,KOSPI,기술
003540,726059620000,KOSPI,금융
001530,723605307750,KOSPI,소비순환재
001680,718946518750,KOSPI,필수소비재
019170,716357064800,KOSPI,헬스케어
032350,710269930580,KOSPI,소비순환재
079160,707653890820,KOSPI,소비순환재
082740,700415701260,KOSPI,산업
005880,687827426300,KOSPI,산업
009450,687637542400,KOSPI,산업
268280,687000000000,KOSPI,소재
003240,679174000000,KOSPI,소재
344820,655589517600,KOSPI,소비순환재
210980,654609838000,KOSPI,부동산
031430,653310000000,KOSPI,소비순환재
000640,641240213000,KOSPI,헬스케어
229640,640059971100,KOSPI,산업
064960,631719475200,KOSPI,소비순환재
049770,630966774000,KOSPI,필수소비재
033240,627011121000,KOSPI,기술
272450,614916000000,KOSPI,산업
007700,611357556210,KOSPI,소비순환재
000815,606480000000,KOSPI,금융
017960,604214381280,KOSPI,소재
003280,601062247500,KOSPI,산업
460860,597280524680,KOSPI,소재
170900,595294081500,KOSPI,헬스케어
000070,590934699000,KOSPI,필수소비재
192400,582508590300,KOSPI,소비순환재
950210,569711549400,KOSPI,헬스케어
030190,569219634900,KOSPI,산업
005440,567491655640,KOSPI,소비순환재
381970,564693895560,KOSPI,소비순환재
030610,564116656950,KOSPI,금융
293940,563840787200,KOSPI,부동산
281820,559089700800,KOSPI,기술
001720,558481101500,KOSPI,금융
097520,543826393000,KOSPI,기술
034120,542623711500,KOSPI,소비순환재
005610,540175963400,KOSPI,필수소비재
005180,538862882700,KOSPI,필수소비재
383800,537778864500,KOSPI,금융
200880,518405421660,KOSPI,소비순환재
00680K,518000000000,KOSPI,금융
057050,516600000000,KOSPI,소비순환재
241590,514402953240,KOSPI,소비순환재
003470,508971268800,KOSPI,금융
002240,507500000000,KOSPI,소재
403550,504939465800,KOSPI,산업
249420,502809285760,KOSPI,헬스케어
034310,494295826860,KOSPI,기술
018250,491752989700,KOSPI,필수소비재
084690,482713131540,,
284740,481280728500,KOSPI,필수소비재
091810,479844006890,KOSPI,산업
003570,478838836800,KOSPI,소비순환재
010690,477711208800,KOSPI,소비순환재
000370,472792605750,KOSPI,금융
007810,472178812490,KOSPI,기술
020000,470925600000,KOSPI,소비순환재
001470,469796284200,KOSPI,산업
001390,469012924000,KOSPI,소재
145990,459979825400,KOSPI,필수소비재
014830,458843280000,KOSPI,소재
357120,456837885840,KOSPI,부동산
286940,451112498300,KOSPI,기술
033270,438610194000,KOSPI,헬스케어
003920,437040000000,KOSPI,필수소비재
003000,433484598900,KOSPI,헬스케어
900140,433260737775,KOSPI,소비순환재
377740,433227923760,KOSPI,헬스케어
000490,432181847760,KOSPI,산업
058650,432000000000,KOSPI,소재
017940,427378000000,KOSPI,에너지
001725,420404274800,KOSPI,금융
011930,419930228040,KOSPI,산업
012630,411620457690,KOSPI,소재
183190,408670364100,KOSPI,소재
432320,402614711450,KOSPI,부동산
017810,399884485580,KOSPI,필수소비재
002030,399432748000,KOSPI,소재
006405,398002416000,KOSPI,산업
001820,396049500000,KOSPI,기술
103590,394535349600,KOSPI,산업
005090,393374790900,KOSPI,유틸리티
004430,392640000000,KOSPI,소재
123890,391769696320,KOSPI,부동산
108670,390990412000,KOSPI,소비순환재
306200,390274880000,KOSPI,소재
009290,389486922930,KOSPI,헬스케어
453340,388952892720,KOSPI,필수소비재
003520,388647053375,KOSPI,헬스케어
448730,388046000000,KOSPI,부동산
093050,388014800000,KOSPI,소비순환재
090435,386416578000,KOSPI,필수소비재
004690,385227375000,KOSPI,유틸리티
001940,384997844000,KOSPI,소재
002320,371448555800,KOSPI,산업
097230,370570550450,KOSPI,산업
002310,369455707500,KOSPI,소재
005810,369445609600,KOSPI,소재
007690,368984725200,KOSPI,소재
025860,367623438200,KOSPI,소재
027410,364680973710,KOSPI,필수소비재
005690,364302971480,KOSPI,헬스케어
298690,356918400000,KOSPI,산업
451800,354412000000,KOSPI,부동산
003545,354380000000,KOSPI,금융
093230,354103029120,KOSPI,에너지
016800,350750000000,KOSPI,산업
001340,349914390530,KOSPI,소재
126560,349894350375,KOSPI,소비순환재
012030,348634425889,KOSPI,기술
003220,347498438040,KOSPI,헬스케어
003300,344403314280,KOSPI,소재
001200,342422787630,KOSPI,금융
058430,339600000000,KOSPI,소재
060980,338641353000,KOSPI,소비순환재
013890,337983825200,KOSPI,소비순환재
000430,337280000000,KOSPI,소비순환재
000680,335306833080,KOSPI,소비순환재
071970,334066227300,KOSPI,산업
008490,332033543100,KOSPI,소재
051905,331962095700,KOSPI,필수소비재
004700,331459529300,KOSPI,소비순환재
029530,329616948300,KOSPI,기술
298000,326095746000,KOSPI,소재
003120,314545000000,KOSPI,헬스케어
00088K,313259680000,KOSPI,금융
322000,313040000000,KOSPI,에너지
092220,312588210537,KOSPI,기술
005950,310619842130,KOSPI,소재
017390,309000000000,KOSPI,유틸리티
088260,307523419450,KOSPI,부동산
102460,307425853940,KOSPI,헬스케어
008350,303981256950,KOSPI,소재
001510,302930299611,KOSPI,금융
000480,302912565400,KOSPI,소재
084010,302514009240,KOSPI,소재
006390,302478066800,KOSPI,소재
072710,300528792000,KOSPI,필수소비재
005500,300240000000,KOSPI,헬스케어
011810,299745935090,KOSPI,산업
007570,298690641600,KOSPI,헬스케어
138490,297540000000,KOSPI,소재
00104K,297123793600,KOSPI,필수소비재
034830,296674845250,KOSPI,부동산
001630,296583771200,KOSPI,필수소비재
095720,295695321600,KOSPI,소비순환재
001780,295027855920,KOSPI,소재
036420,293942820080,KOSPI,소비순환재
002960,293800000000,KOSPI,에너지
024720,290479208000,KOSPI,필수소비재
026890,288829752750,KOSPI,금융
122900,287153735600,KOSPI,기술
000020,286856196900,KOSPI,헬스케어
003960,286847817100,KOSPI,필수소비재
001790,285235124400,KOSPI,필수소비재
071320,283100290800,KOSPI,유틸리티
010100,281970889200,KOSPI,소비순환재
036530,281894188940,KOSPI,소비순환재
053210,281335893600,KOSPI,소비순환재
005010,280097553875,KOSPI,소재
016580,279745052800,KOSPI,헬스케어
104700,279321000000,KOSPI,소재
001230,279208240740,KOSPI,소재
037270,277820815800,KOSPI,소비순환재
009680,272910000000,KOSPI,소비순환재
077970,272655512400,KOSPI,산업
001500,272410907580,KOSPI,금융
005389,270500400000,KOSPI,소비순환재
126720,270433980000,KOSPI,산업
075580,270319163280,KOSPI,산업
115390,269057012310,KOSPI,소재
226320,268634108750,KOSPI,필수소비재
074610,268125637875,KOSPI,소비순환재
002150,267399600000,KOSPI,산업
001460,266398297500,KOSPI,소비순환재
037560,264868278300,KOSPI,소비순환재
005390,264567145990,KOSPI,소비순환재
018470,264027138285,KOSPI,소재
452260,263261350380,KOSPI,소비순환재
006220,260564357140,KOSPI,금융
009160,257137997880,KOSPI,소재
071055,255126831050,KOSPI,금융
007460,254243767680,KOSPI,산업
213500,253238128640,KOSPI,소재
096760,253053474910,KOSPI,헬스케어
462520,251922320000,KOSPI,소재
271980,251453311200,KOSPI,헬스케어
011760,249762878080,KOSPI,산업
272550,249618888510,KOSPI,소재
029460,249529950040,KOSPI,산업
002900,248681277120,KOSPI,산업
293480,247932596700,KOSPI,헬스케어
011500,246596152340,KOSPI,소재
084680,245324713890,KOSPI,소비순환재
000050,242350986800,KOSPI,소비순환재
071840,242215125120,KOSPI,소비순환재
035150,239625000000,KOSPI,소비순환재
037710,239113559500,KOSPI,소비순환재
130660,238958000000,KOSPI,산업
001520,238445378937,KOSPI,소재
030210,237553313400,KOSPI,금융
004360,236145278700,KOSPI,산업
334890,233810566605,KOSPI,부동산
194370,230172473260,KOSPI,소비순환재
002810,228805485720,KOSPI,소재
004380,227850000000,KOSPI,산업
006840,226533293100,KOSPI,소재
016590,226473748400,KOSPI,소재
095570,225358739820,KOSPI,산업
053690,225177652500,KOSPI,산업
001270,225026526200,KOSPI,금융
102260,223603776000,KOSPI,소재
117580,223300000000,KOSPI,유틸리티
005720,223010664205,KOSPI,소비순환재
011000,222865640280,KOSPI,헬스케어
004710,222842553320,KOSPI,기술
004560,220301428710,KOSPI,소재
002020,219699812400,KOSPI,소비순환재
019680,219380381500,KOSPI,산업
003070,218672835150,KOSPI,산업
092230,216724339800,KOSPI,소재
008060,216558058500,KOSPI,금융
001130,215982000000,KOSPI,필수소비재
267850,215895000000,KOSPI,기술
027970,214330873099,KOSPI,소재
044450,213544390000,KOSPI,산업
363280,213063657300,KOSPI,소비순환재
003580,212748970460,KOSPI,필수소비재
460850,212280457600,KOSPI,소재
025000,210540000000,KOSPI,소재
001250,210461098200,KOSPI,소재
007160,210000000000,KOSPI,필수소비재
004980,208386620500,KOSPI,소재
035510,208292000000,KOSPI,기술
081000,207789524250,KOSPI,소재
009155,207267959200,KOSPI,기술
003200,206726400000,KOSPI,소비순환재
377190,205758000000,KOSPI,부동산
000155,205418146800,KOSPI,필수소비재
404990,205358094280,KOSPI,부동산
004250,204530400000,KOSPI,소재
011330,204084270330,KOSPI,소비순환재
234080,203790709980,KOSPI,헬스케어
010580,202700706720,KOSPI,소비순환재
000140,202362990800,KOSPI,필수소비재
020120,201969582360,KOSPI,기술
007860,201691859960,KOSPI,소비순환재
214390,200578555400,KOSPI,헬스케어
068290,199500000000,KOSPI,산업
002100,198544587750,KOSPI,소재
010955,198079904750,KOSPI,에너지
