종목명,기호,종가,변동 %,시가 총액,거래량
"영화금속","012280","866.00","0.46%","44.53B","63.76K"
"세기상사","002420","7.74K","-3.25%","44.47B","47.57K"
"평화홀딩스","010770","3.06K","-0.33%","44.25B","6.04K"
"세우글로벌","013000","1.42K","1.29%","40.19B","43.38K"
"MH에탄올","023150","6.13K","-0.49%","40.09B","5.91K"
"이화산업","000760","14.39K","0.70%","40.01B","165.00"
"국동","005320","613.00","0.82%","39.91B","51.41K"
"유엔젤","072130","3.40K","1.95%","39.87B","20.14K"
"한국전자홀딩스","006200","917.00","1.33%","39.69B","21.62K"
"원림","005820","19.13K","0.00%","39.35B","1.95K"
"화인베스틸","133820","1.30K","2.60%","39.09B","29.96K"
"체시스","033250","1.26K","4.12%","38.88B","162.03K"
"참엔지니어링","009310","458.00","0.00%","38.65B","254.25K"
"부산주공","005030","486.00","0.00%","38.29B","0.00"
"동일제강","002690","1.84K","1.21%","36.95B","17.92K"
"하이트론","019490","1.32K","-1.57%","36.94B","74.64K"
"티비에이치글로벌","084870","1.82K","3.30%","36.69B","36.28K"
"형지엘리트","093240","1.20K","1.27%","36.40B","30.30K"
"위스컴","024070","2.38K","3.04%","35.33B","12.87K"
"범양건영","002410","1.39K","-0.57%","34.76B","40.83K"
"국보","001140","2.11K","0.00%","32.44B","0.00"
"영흥철강","012160","505.00","0.40%","32.44B","62.43K"
"윌비스","008600","501.00","2.24%","32.24B","49.93K"
"KR모터스","000040","1.10K","1.57%","31.52B","266.23K"
"비비안","002070","1.04K","0.19%","30.81B","46.15K"
"스타리츠","204210","4.09K","4.46%","30.68B","458.85K"
"대유플러스","000300","241.00","0.00%","30.48B","0.00"
"동양고속","084670","11.51K","-0.60%","30.21B","931.00"
"태원물산","001420","4.07K","-0.49%","29.94B","6.61K"
"우진아이엔에스","010400","4.43K","-0.11%","29.80B","8.37K"
"SUN&L","002820","2.50K","1.21%","29.80B","10.55K"
"미래아이앤지","007120","1.17K","4.17%","29.68B","338.21K"
"성문전자우","014915","6.31K","3.61%","29.62B","227.00"
"성문전자","014910","1.44K","0.77%","29.62B","57.79K"
"이스타코","015020","737.00","-2.90%","29.52B","622.74K"
"카프로","006380","732.00","0.00%","29.28B","0.00"
"진도","088790","2.31K","-1.07%","29.07B","22.27K"
"제이준코스메틱","025620","6.48K","1.09%","28.68B","7.88K"
"에넥스","011090","483.00","0.42%","28.52B","92.15K"
"경인전자","009140","21.55K","1.17%","27.72B","1.05K"
"한성기업","003680","5.08K","3.67%","27.68B","26.82K"
"동원수산","030720","5.91K","1.37%","27.13B","9.88K"
"한국주강","025890","2.42K","0.63%","26.75B","32.36K"
"주연테크","044380","467.00","1.30%","26.40B","90.66K"
"금호전기","001210","710.00","0.14%","26.20B","60.52K"
"비케이탑스","030790","904.00","0.00%","24.63B","0.00"
"한솔PNS","010420","1.24K","3.69%","24.47B","47.72K"
"대한방직","001070","6.69K","0.45%","24.06B","7.53K"
"전방","000950","20.60K","-0.96%","23.70B","779.00"
"신풍제지","002870","853.00","0.35%","23.55B","60.68K"
"한창","005110","1.25K","0.00%","23.33B","0.00"
"신화실업","001770","18.13K","-0.71%","22.18B","1.93K"
"한국패러랠","168490","249.00","-2.35%","20.41B","1.12M"
"일정실업","008500","15.81K","-2.29%","19.12B","24.27K"
"코아스","071950","451.00","-0.22%","13.97B","93.40K"
"에이리츠","140910","3.13K","0.00%","13.97B","0.00"
"한국ANKOR유전","152550","369.00","-2.12%","-","2.87M"
"TIGER 차이나CSI300레버리지","204480","15.29K","-0.29%","-","33.11K"
"DS단석","017860","124.90K","2.80%","-","25.77K"
