종목명,기호,종가,변동 %,시가 총액,거래량
"Cantaloupe","CTLP","6.27","-0.95%","456.44M","226.96K"
"Cytek Biosciences","CTKB","5.92","-0.84%","774.48M","709.47K"
"Charles & Colvard","CTHR","0.35","2.75%","10.47M","25.56K"
"Carmell Therapeutics","CTCX","2.20","0.00%","59.26M","6.73K"
"Community Tr","CTBI","39.60","0.28%","713.55M","37.28K"
"신타스","CTAS","668.51","0.29%","67.83B","284.06K"
"CSX","CSX","34.16","-1.95%","66.87B","22.89M"
"CSW Industrials Inc","CSWI","232.43","-0.95%","3.61B","65.62K"
"Cptl Southwest","CSWC","24.79","1.52%","1.07B","142.55K"
"Castle Biosciences","CSTL","18.84","-0.53%","519.74M","76.85K"
"Caesarstone","CSTE","5.53","1.47%","190.99M","52.12K"
"Chicken Soup Soul Pref A","CSSEP","0.43","-8.38%","4.52M","3.79K"
"Chicken Soup for The Soul Entertainment PRF 950","CSSEN","3.65","1.39%","4.52M","2.23K"
"Chicken Soup for The Soul Entertainment","CSSEL","0.01","-2.94%","4.52M","758.00"
"Chicken Soup","CSSE","0.14","-6.72%","4.52M","294.81K"
"Calamos Strategic TR Closed","CSQ","15.43","-0.84%","2.45B","227.06K"
"CSP Inc","CSPI","16.34","-4.44%","158.73M","54.66K"
"Complete Solaria","CSLR","0.26","-3.77%","12.53M","791.24K"
"CSLM Acquisition  Unt","CSLMU","10.89","0.00%","105.91M","0.00"
"CSLM Acquisition","CSLM","11.13","-0.09%","105.91M","107.87K"
"케네디언솔라","CSIQ","15.12","-0.98%","977.29M","2.94M"
"CSG Systems","CSGS","48.00","0.48%","1.37B","175.24K"
"코스타 그룹","CSGP","85.46","-0.96%","34.90B","1.17M"
"시스코 시스템즈","CSCO","47.79","-0.27%","193.51B","13.23M"
"Champions Oncology","CSBR","5.04","-1.56%","68.38M","4.18K"
"Crown Crafts","CRWS","5.09","-3.42%","52.13M","19.34K"
"CrowdStrike Holdings","CRWD","293.69","-1.83%","71.03B","2.25M"
"Corvus Pharmaceuticals","CRVS","1.36","-7.48%","66.69M","110.70K"
"CervoMed","CRVO","25.00","0.60%","154.26M","10.69K"
"CorVel Corp","CRVL","232.30","-1.35%","3.97B","28.32K"
"Cirrus Logic","CRUS","85.25","-0.65%","4.60B","252.28K"
"Criteo Sa","CRTO","34.05","1.19%","1.88B","308.05K"
"커세어 게이밍","CRSR","10.92","-0.27%","1.13B","221.42K"
"크리스퍼 테라퓨틱스","CRSP","55.56","-4.14%","4.72B","1.39M"
"Crocs","CROX","119.33","-1.12%","7.22B","964.78K"
"Cronos","CRON","2.42","-0.82%","924.78M","3.04M"
"Crinetics Pharma","CRNX","44.01","1.20%","3.43B","482.50K"
"Ceragon","CRNT","2.79","1.09%","238.70M","263.79K"
"Cerence","CRNC","10.74","-4.58%","447.59M","702.78K"
"America CarMart","CRMT","56.24","-0.64%","359.49M","42.54K"
"Critical Metals Corp","CRML","7.50","-17.58%","624.97M","3.69K"
"CorMedix Inc","CRMD","5.44","0.55%","299.10M","727.81K"
"Crown Electrokinetics","CRKN","0.05","2.08%","2.53M","4.80M"
"Curis","CRIS","15.95","4.45%","94.01M","34.20K"
"CARGO Therapeutics","CRGX","19.50","-2.50%","767.58M","244.47K"
"Freightos","CRGO","2.37","0.42%","113.73M","2.03K"
"Creative Realities","CREX","3.12","-2.66%","32.54M","61.17K"
"Carbon Revolution","CREV","13.70","-3.52%","25.69M","438.00"
"Cresud S.A.C.I.F.","CRESY","8.73","-0.46%","624.38M","158.91K"
"Smart Powerr","CREG","1.17","-1.68%","9.51M","7.97K"
"Credo Technology Holding","CRDO","18.59","-4.08%","3.04B","1.94M"
"Cardiol Therapeutics","CRDL","1.75","1.74%","119.86M","101.08K"
"Cardiff Oncology","CRDF","4.50","-1.96%","201.05M","835.07K"
"크리컷","CRCT","4.99","0.00%","1.08B","642.92K"
"Caribou Biosciences","CRBU","3.91","-2.49%","353.13M","2.00M"
"Corbus Pharmaceuticals Holding","CRBP","37.16","-9.63%","390.45M","419.73K"
"CRA Intl","CRAI","141.40","-0.60%","984.79M","33.62K"
"Calamos LongShort Equity Dynamic","CPZ","15.05","0.40%","295.46M","36.93K"
"Cepton","CPTN","2.86","-4.98%","45.53M","19.29K"
"Consumer Portfolio","CPSS","8.48","-1.74%","179.18M","27.93K"
"Cps Technologies","CPSH","1.74","1.16%","25.26M","39.82K"
"Catalyst Pharmaceuticals","CPRX","16.00","2.96%","1.89B","1.01M"
"코파츠","CPRT","54.02","-0.66%","51.94B","3.19M"
"Pop Culture Group","CPOP","1.71","1.12%","6.73M","5.78K"
"Capital Product","CPLP","16.74","0.18%","921.36M","42.96K"
"Cumberland Phar","CPIX","1.57","0.64%","22.26M","7.42K"
"Canterbury Park","CPHC","23.07","4.58%","115.75M","3.91K"
"Central Plains Bancshares","CPBI","9.98","-0.40%","41.51M","1.89K"
"Coya Therapeutics","COYA","8.24","0.86%","120.32M","75.08K"
"코스트코","COST","715.19","-0.11%","317.19B","1.30M"
"Cosmos Health","COSM","0.63","-1.95%","10.61M","56.03K"
"Core Scientific","CORZ","2.70","-0.74%","479.51M","2.16M"
"Corcept Therap","CORT","23.00","-1.67%","2.39B","952.21K"
"Australian Oilseeds Holdings","COOT","1.27","0.79%","4.60M","29.36K"
"Mr. Cooper","COOP","75.71","0.20%","4.89B","202.21K"
"코너 그로스 에퀴지션","COOLU","11.03","0.00%","114.01M","0.00"
"Corner Growth Acquisition","COOL","11.03","0.09%","114.01M","145.00"
"쿠퍼 컴퍼니스","COO","89.86","-0.74%","17.86B","916.09K"
"CONX","CONXU","10.72","0.00%","223.73M","0.00"
"CONX","CONX","10.59","-0.09%","221.02M","499.00"
"Conns","CONN","3.70","-3.90%","90.84M","121.48K"
"Commscope Hlding","COMM","0.99","-0.41%","210.14M","2.66M"
"Columbia Sports","COLM","75.00","0.01%","4.46B","321.38K"
"Collegium Pharmaceutical","COLL","35.45","0.14%","1.16B","256.38K"
"Columbia Bank","COLB","17.49","0.81%","3.66B","1.18M"
"Coca-Cola Bott","COKE","811.64","-0.15%","7.61B","37.27K"
"코인베이스","COIN","213.78","-2.31%","51.79B","9.40M"
"코후","COHU","29.74","-2.40%","1.40B","248.30K"
"Cogent Biosciences","COGT","6.53","1.08%","624.36M","1.78M"
"ChoiceOne Financial Services","COFS","23.48","0.38%","177.51M","4.89K"
"Coeptis Therapeutics Holdings","COEP","0.37","0.00%","13.35M","74.00K"
"Co-Diagnostics","CODX","1.14","-2.56%","35.64M","33.23K"
"Coda Octopus","CODA","6.11","-1.05%","67.93M","6.42K"
"Cocrystal Pharma","COCP","1.45","-0.34%","14.55M","8.35K"
"Vita Coco","COCO","23.42","-2.13%","1.33B","333.22K"
"Envoy Medical","COCH","5.53","-7.06%","108.39M","70.09K"
"PC Connection","CNXN","61.82","-0.77%","1.63B","44.32K"
"Concentrix","CNXC","55.25","-3.98%","3.65B","511.04K"
"Cineverse","CNVS","1.23","-0.81%","16.46M","36.56K"
"Century Casinos","CNTY","3.14","0.96%","95.33M","84.81K"
"Context Therapeutics","CNTX","1.40","-4.76%","22.19M","33.76K"
"Centogene","CNTG","0.47","-1.90%","13.38M","17.46K"
"코넥트 바이오파마","CNTB","1.55","-8.82%","85.36M","78.52K"
"Centessa Pharmaceuticals","CNTA","10.78","-2.27%","1.08B","120.74K"
"Cns Pharma","CNSP","0.20","-2.62%","2.17M","209.18K"
"Consolidat. Com","CNSL","4.27","-0.23%","495.33M","981.82K"
"ConnectOne Bancorp Inc","CNOB","18.00","0.50%","687.91M","86.74K"
"CannaGlobal Acquisition Unt","CNGLU","11.00","0.00%","98.95M","0.00"
"Canna Global Acquisition","CNGL","11.12","0.00%","98.95M","0.00"
"Conifer Holding Inc","CNFR","0.91","-5.55%","11.15M","97.00"
"CN Energy Group","CNEY","0.73","3.52%","1.93M","95.19K"
"ZW Data Action Technologies","CNET","0.93","-7.00%","7.42M","2.70K"
"Conduent","CNDT","3.02","-2.27%","634.12M","677.25K"
"Comtech Tele","CMTL","2.01","-0.49%","57.23M","404.82K"
"Chimerix","CMRX","0.90","-1.75%","80.65M","481.43K"
"Compass Therapeutics,","CMPX","1.53","-2.55%","210.51M","119.94K"
"Compass Pathways","CMPS","8.53","-2.85%","582.96M","320.87K"
"Cimpress NV","CMPR","90.23","0.82%","2.40B","113.85K"
"CompoSecure","CMPO","6.41","-2.14%","516.22M","151.49K"
"Clearmind Medicine","CMND","1.19","-2.46%","3.88M","1.00M"
"Chemomab Therapeutics DRC","CMMB","0.59","-10.67%","8.38M","47.83K"
"Cumulus Media A","CMLS","2.75","-4.18%","46.31M","30.71K"
"CME그룹","CME","208.42","0.94%","75.04B","1.82M"
"Creative Media Community Trust","CMCT","3.56","0.14%","78.84M","3.33K"
"컴캐스트","CMCSA","38.99","-0.33%","154.86B","15.80M"
"Columbus McKin.","CMCO","40.26","-1.40%","1.16B","158.55K"
"Capitalworks Emerging Markets Acquisition Unt","CMCAU","10.90","-0.64%","76.79M","802.00"
"Capitalworks Emerging Markets Acquisition","CMCA","11.02","0.00%","76.79M","0.00"
"Cambium Networks","CMBM","3.73","-4.60%","103.92M","104.53K"
"CareMax","CMAX","2.51","-14.33%","9.55M","79.50K"
"Euro Tech Holding","CLWT","1.54","-3.14%","11.89M","3.19K"
"Clever Leaves Holdings","CLVRW","0.04","0.50%","7.42M","900.00"
"Clever Leaves Holdings","CLVR","4.23","-6.84%","7.42M","9.00K"
"Catalyst Bancorp","CLST","11.75","0.43%","53.58M","10.88K"
"CleanSpark","CLSK","14.92","3.04%","3.36B","31.79M"
"Clearside Biomedical","CLSD","1.26","9.57%","94.15M","322.86K"
"ClearOne Inc","CLRO","0.95","2.39%","22.62M","63.87K"
"ClimateRock Unt","CLRCU","12.56","0.00%","52.84M","0.00"
"ClimateRock","CLRC","11.33","-0.61%","52.84M","369.00"
"Cellectar Biosciences","CLRB","3.21","-3.02%","103.56M","840.58K"
"Clearpoint Neuro","CLPT","5.53","-0.90%","149.69M","136.52K"
"CLPS","CLPS","0.95","-3.06%","24.85M","28.85K"
"Clover Health Investments","CLOV","0.62","-0.53%","307.92M","6.17M"
"Clover Leaf Capital","CLOEU","13.26","0.00%","63.53M","30.00"
"Clover Leaf Capital","CLOE","11.94","-0.17%","63.53M","125.00"
"Clene","CLNN","0.34","9.55%","43.62M","9.75M"
"클린 에너지","CLNE","2.29","-2.97%","511.27M","1.20M"
"Calumet Specialty","CLMT","15.12","0.93%","1.21B","190.04K"
"Climb Global Solutions","CLMB","66.94","0.53%","296.16M","9.72K"
"Cellectis","CLLS","2.46","-1.20%","179.57M","6.94K"
"Clearsign Combustion Corp","CLIR","0.87","-4.40%","33.96M","14.76K"
"Collplant ADR","CLGN","5.25","2.14%","60.01M","6.47K"
"Clearfield","CLFD","28.25","-2.08%","423.46M","240.51K"
"China Liberal Education","CLEU","1.00","1.01%","3.31M","27.44K"
"Celldex Therapeutics","CLDX","39.63","2.67%","2.55B","890.15K"
"Cellebrite DI","CLBTW","2.06","2.49%","2.13B","326.00"
"Cellebrite","CLBT","10.38","-1.14%","2.13B","414.46K"
"Columbia Financial","CLBK","15.96","0.19%","1.67B","44.02K"
"Clarus","CLAR","5.97","-3.32%","228.46M","139.92K"
"Checkpoint Therapeutics","CKPT","1.67","-1.18%","59.60M","267.83K"
"China Jo-Jo Drugs","CJJD","2.92","-1.02%","4.98M","17.75K"
"Chijet Motor","CJET","0.35","0.00%","55.52M","12.68K"
"Civista Bancshares","CIVB","14.29","-1.45%","224.17M","13.88K"
"Cartica Acquisition Unt","CITEU","11.62","0.00%","111.20M","0.00"
"Cartica Acquisition","CITE","11.16","0.00%","111.20M","0.00"
"C3is Inc","CISS","1.44","-9.43%","2.25M","15.92M"
"CISO Global","CISO","1.24","2.48%","14.89M","161.08K"
"Cingulate","CING","0.85","5.19%","4.27M","152.62K"
"신시내티 파이낸셜","CINF","115.30","-1.51%","18.07B","855.80K"
"Colliers International","CIGI","108.94","-0.13%","5.46B","99.31K"
"Cipher Mining","CIFR","3.42","1.79%","995.82M","5.59M"
"Calamos Convertible Highome Closed","CHY","11.02","1.24%","837.62M","141.27K"
"ChampionX Corp","CHX","36.07","-1.56%","6.86B","2.36M"
"Calamos Global Dynamicome Closed","CHW","6.32","-0.94%","403.42M","205.69K"
"Chuy's Holdings","CHUY","30.32","-1.72%","525.60M","67.70K"
"차터커뮤니케이션","CHTR","258.03","0.18%","41.67B","973.11K"
"Chanson International Holding","CHSN","1.88","-0.27%","23.23M","20.41K"
"CHS Inc Pref","CHSCP","30.40","1.33%","373.93M","9.60K"
"CHS Inc CO Pref","CHSCO","26.62","0.38%","344.35M","2.93K"
"CHS Inc CN Pref","CHSCN","25.30","0.76%","341.16M","8.05K"
"CHS Inc CM Pref","CHSCM","24.85","0.36%","340.61M","10.43K"
"CHS Inc CL Pref","CHSCL","25.73","0.78%","352.82M","14.90K"
"C.H.로빈슨","CHRW","68.81","1.36%","8.05B","2.03M"
"Coherus BioSciences","CHRS","2.15","0.00%","244.02M","1.23M"
"Chord Energy","CHRD","181.12","-1.63%","7.52B","507.38K"
"Cheer Holding","CHR","2.40","-0.41%","24.13M","18.50K"
"차이나 내추럴","CHNR","1.09","-1.80%","10.85M","29.77K"
"Chemung Financial Corp","CHMG","39.80","0.66%","189.08M","2.33K"
"체크포인트 소프트웨어 테크놀로지스","CHKP","158.09","0.82%","17.85B","636.88K"
"Chesapeake Energy","CHK","87.15","-0.14%","11.40B","907.15K"
"Calamos Convertible Opportunities","CHI","10.64","0.85%","786.98M","160.88K"
"Check Cap Ltd","CHEK","2.18","-1.80%","12.75M","31.62K"
"Chefs Warehouse","CHEF","32.48","-2.05%","1.29B","156.50K"
"Churchill Downs","CHDN","121.08","-2.43%","8.92B","444.85K"
"City Holding","CHCO","98.70","0.36%","1.47B","46.04K"
"Comstock Homebuil","CHCI","6.77","3.83%","66.39M","50.32K"
"Cognition Therapeutics","CGTX","1.90","0.53%","74.10M","75.92K"
"CG Oncology","CGON","36.41","-0.16%","2.43B","305.82K"
"Calamos Global Total Return Closed","CGO","9.70","-0.72%","95.26M","37.72K"
"Cognex Corp","CGNX","39.21","-1.03%","6.74B","807.07K"
"Cognyte Software","CGNT","6.64","-1.04%","471.42M","475.44K"
"Compugen Ltd","CGEN","1.90","-6.40%","170.31M","371.66K"
"쿨리난 온콜로지","CGEM","17.88","3.23%","770.01M","1.26M"
"Canopy Growth","CGC","6.49","-3.13%","590.21M","6.69M"
"Carlyle Secured Lending","CGBD","16.47","0.49%","836.59M","306.43K"
"Carlyle Group","CG","44.63","-0.95%","16.11B","1.03M"
"CFSB Bancorp","CFSB","6.91","-5.08%","46.57M","14.00"
"Confluent","CFLT","27.66","-3.12%","8.65B","2.30M"
"CF Acquisition VII  Unt","CFFSU","10.78","0.00%","112.26M","0.00"
"CF Acquisition VII","CFFS","10.84","-0.73%","112.26M","3.00"
"캐피톨 페더럴","CFFN","5.12","0.39%","669.08M","827.21K"
"C&F Financial","CFFI","35.35","2.11%","119.25M","20.70K"
"CF Bankshares","CFBK","18.54","-0.22%","117.57M","1.44K"
"CrossFirst Bankshares","CFB","11.81","-0.67%","583.42M","196.86K"
"CEVA","CEVA","19.53","-4.31%","460.55M","97.61K"
"Clean Energy Tech","CETY","1.48","-9.20%","2.22B","93.08K"
"셈트렉스","CETX","3.03","-5.31%","3.20M","11.79K"
"Cetus Capital Acquisition  Unt","CETUU","10.63","0.00%","40.56M","0.00"
"Cetus Capital Acquisition","CETU","10.56","0.19%","40.56M","601.00"
"서타라","CERT","16.95","-0.70%","2.72B","273.79K"
"Cerus Corp","CERS","1.64","-2.38%","297.30M","736.79K"
"CERo Therapeutics Holdings","CERO","1.66","-8.29%","24.44M","58.97K"
"Cerevel Therapeutics Holdings","CERE","41.60","0.70%","7.55B","823.52K"
"Century Aluminum Co","CENX","17.51","0.06%","1.62B","1.55M"
"Centaurus 2002","CENTA","33.97","-0.03%","2.24B","130.59K"
"Central Garden & Pet Co.","CENT","39.31","-0.15%","2.24B","71.80K"
"Cenntro Electric Group","CENN","1.48","0.68%","45.06M","65.53K"
"Creative Medical Tech Holdings","CELZ","5.00","-4.04%","6.78M","19.00K"
"Celularity","CELU","3.31","-5.43%","72.10M","34.34K"
"Celsius","CELH","70.97","-2.14%","16.54B","3.30M"
"Celcuity","CELC","17.01","-1.28%","518.01M","118.14K"
"콘스텔레이션 에너지","CEG","185.40","-0.67%","58.42B","3.28M"
"CECO Envir","CECO","23.11","-1.41%","805.81M","163.05K"
"CEA Industries","CEAD","0.59","21.38%","4.88M","389.28K"
"Cadiz","CDZI","2.15","0.00%","144.66M","144.93K"
"Codexis","CDXS","2.76","1.10%","194.04M","379.88K"
"Chromadex Corp","CDXC","3.97","0.76%","299.64M","296.12K"
"CDW Corp","CDW","236.78","-1.35%","31.82B","938.32K"
"Cidara Therapeutics Inc","CDTX","0.72","-1.07%","65.45M","421.34K"
"Conduit Pharmaceuticals","CDT","2.97","-3.88%","216.26M","15.01K"
"Codere Online US","CDRO","6.98","4.80%","316.18M","22.74K"
"케이든스디자인시스템","CDNS","293.71","-2.36%","80.07B","1.08M"
"Caredx Inc","CDNA","8.28","5.48%","428.73M","1.47M"
"Avid Bioservices","CDMO","6.71","-7.45%","424.34M","898.12K"
"Cardlytics","CDLX","12.18","-1.85%","586.76M","858.43K"
"Cardio Diagnostics Holdings","CDIO","1.02","-0.97%","22.02M","70.28K"
"Compass Digital Acquisition  Unt","CDAQU","10.66","0.00%","112.82M","0.00"
"Compass Digital Acquisition","CDAQ","10.74","0.00%","112.82M","0.00"
"Cactus Acquisition 1 Unt","CCTSU","11.20","0.00%","56.89M","0.00"
"Cactus Acquisition  1","CCTS","11.21","0.00%","56.89M","0.00"
"CCSC Technology International","CCTG","2.47","-5.36%","28.61M","130.98K"
"Consensus Cloud Solutions","CCSI","12.51","-0.24%","240.32M","232.91K"
"Cross Country","CCRN","16.88","-1.92%","585.35M","272.21K"
"Cogent Comm","CCOI","61.95","-1.59%","2.96B","404.31K"
"CNB Financial","CCNE","18.05","-2.22%","377.24M","48.65K"
"CareCloud Pref","CCLDP","5.86","0.95%","18.70M","9.08K"
"CareCloud Prf B","CCLDO","6.00","0.17%","18.70M","9.10K"
"CareCloud","CCLD","1.16","0.00%","18.70M","12.74K"
"Cheche Group","CCG","2.37","2.60%","180.48M","32.94K"
"Coca-Cola European","CCEP","66.35","-0.15%","30.60B","1.39M"
"Calamos Dynamic Convertible","CCD","20.87","0.68%","538.40M","75.19K"
"CCC Intelligent Solutions Holdings","CCCS","11.42","-1.04%","7.01B","3.44M"
"C4","CCCC","6.87","0.59%","471.29M","1.16M"
"Cptl City Bank","CCBG","25.83","0.47%","437.64M","23.41K"
"Coastal Financial","CCB","37.38","-1.08%","500.43M","19.98K"
"Crescent Capital BDC","CCAP","17.00","0.12%","630.05M","50.00K"
"Cibus","CBUS","15.61","-4.00%","376.70M","42.08K"
"Commerce Bancshar","CBSH","53.07","2.04%","6.88B","687.80K"
"Cracker Barrel","CBRL","55.87","-7.02%","1.24B","1.43M"
"Chain Bridge I Unt","CBRGU","10.65","0.00%","75.52M","0.00"
"Chain Bridge I","CBRG","11.24","-0.09%","75.52M","1.18K"
"Capital Bancorp","CBNK","19.29","-0.05%","268.57M","11.74K"
"CB Financial Services Inc","CBFV","21.31","-0.19%","109.80M","1.61K"
"CBAK 에너지","CBAT","0.92","-1.91%","82.91M","103.99K"
"Colony Bankcorp","CBAN","10.53","-0.57%","184.89M","15.38K"
"Collective Audience","CAUD","0.51","4.08%","7.00M","134.25K"
"Cathay General","CATY","34.66","0.35%","2.52B","241.03K"
"Cambridge Bancorp","CATC","59.61","-2.42%","467.73M","9.97K"
"케이시제너럴스토어","CASY","309.17","-1.08%","11.44B","349.46K"
"Cass Info","CASS","44.73","-1.32%","609.75M","41.14K"
"Casi Pharma","CASI","2.24","-0.44%","29.10M","40.70K"
"Pathward Financial","CASH","48.50","-0.06%","1.24B","79.45K"
"Carver Bancorp","CARV","1.53","6.25%","7.83M","15.28K"
"Instacart","CART","36.35","-1.62%","9.69B","2.33M"
"Carisma Therapeutics","CARM","1.69","-0.59%","70.21M","184.58K"
"CarGurus","CARG","21.22","-1.71%","2.28B","638.52K"
"Carter Bank","CARE","11.01","-1.26%","253.47M","44.08K"
"Cara Therapeutic","CARA","0.73","3.23%","40.01M","184.14K"
"Avis","CAR","105.35","-2.88%","3.74B","664.51K"
"Captivision","CAPT","4.95","0.00%","143.45M","89.85K"
"Capricor Therapeutics","CAPR","5.55","-6.41%","174.84M","474.07K"
"Canaan","CAN","1.11","0.91%","260.11M","6.35M"
"Camtek Ltd","CAMT","80.36","-3.77%","3.63B","266.16K"
"CalAmp Corp","CAMP","3.05","-2.56%","4.95M","8.22K"
"Calliditas Therapeutics","CALT","18.30","4.27%","495.15M","6.66K"
"Cal-Maine Foods","CALM","60.36","-2.49%","2.96B","647.98K"
"CalciMedica","CALC","4.18","2.70%","44.89M","422.00"
"California BanCorp","CALB","21.57","-0.09%","181.48M","12.32K"
"Cheesecake Fac.","CAKE","33.48","-2.19%","1.71B","687.17K"
"Candel Therapeutics","CADL","5.44","-7.64%","159.65M","837.49K"
"Caravelle International","CACO","1.07","15.05%","56.47M","633.12K"
"Credit Accept","CACC","532.55","-0.99%","6.55B","39.69K"
"Camden National","CAC","28.65","-1.07%","419.13M","40.41K"
"Cabaletta Bio","CABA","15.15","-7.00%","730.86M","951.01K"
"China Automotive","CAAS","3.50","0.86%","106.86M","19.46K"
"바오준","BZUN","2.35","-1.26%","143.15M","262.67K"
"BuzzFeed","BZFD","0.37","-2.76%","53.90M","1.39M"
"Kanzhun","BZ","18.11","0.28%","7.90B","1.82M"
"BAIYU Holdings","BYU","1.22","1.67%","23.74M","8.21K"
"BeyondSpring","BYSI","1.85","2.78%","72.18M","104.58K"
"Byrna Technologies","BYRN","12.80","-1.61%","291.03M","232.21K"
"Bynordic Acquisition Unt","BYNOU","10.94","0.00%","114.27M","0.00"
"Bynordic Acquisition","BYNO","11.12","0.00%","114.27M","0.00"
"비욘드미트","BYND","6.43","-1.98%","416.95M","1.41M"
"Broadway Financial","BYFC","5.00","0.00%","45.10M","1.52K"
"Betterware De Mexico","BWMX","18.59","-0.32%","687.10M","10.44K"
"보우만 컨설팅","BWMN","30.09","-1.60%","508.99M","102.31K"
"Bankwell","BWFG","23.46","1.16%","179.56M","12.87K"
"Broadwind Energy","BWEN","2.24","-2.61%","48.55M","57.53K"
"Bridgewater Bancshares","BWB","11.17","0.09%","309.52M","37.34K"
"Brainsway","BWAY","5.05","-1.17%","84.54M","16.63K"
"Blue World Acquisition Unt","BWAQU","11.04","0.00%","74.41M","0.00"
"Blue World Acquisition","BWAQ","11.27","0.18%","74.41M","215.29K"
"Bioventus","BVS","4.70","1.29%","372.08M","125.53K"
"BV Financial","BVFL","10.48","-1.60%","119.22M","603.00"
"First Busey","BUSE","21.90","0.46%","1.24B","114.51K"
"Bukit Jalil Global Acquisition 1 Unt","BUJAU","10.90","0.00%","82.04M","0.00"
"Bukit Jalil Global Acquisition 1","BUJA","10.57","0.00%","82.04M","0.00"
"Brightspring Health Services Unt","BTSGU","41.99","-1.62%","1.76B","5.83K"
"Brightspring Health Services","BTSG","10.27","-2.84%","1.76B","1.19M"
"Bit Origin","BTOG","2.93","0.69%","18.46M","45.11K"
"biote Corp","BTMD","5.52","-3.33%","350.23M","63.10K"
"Bitcoin Depot","BTM","1.67","3.73%","97.76M","130.95K"
"Bitdeer Tech","BTDR","5.54","2.21%","641.05M","697.47K"
"Biotricity","BTCY","1.27","5.83%","12.03M","102.61K"
"BTC Digital","BTCT","2.76","-4.50%","5.66M","11.31K"
"BTCS","BTCS","1.39","-0.71%","21.81M","77.80K"
"Bit Digital","BTBT","1.81","-0.55%","194.20M","4.44M"
"Bt Brands","BTBD","1.70","-3.95%","10.62M","940.00"
"BioXcel Therapeutics","BTAI","2.59","-3.36%","79.19M","259.34K"
"벤틀리 시스템즈","BSY","50.11","2.47%","15.90B","4.17M"
"Bank7","BSVN","27.54","-0.25%","254.42M","1.50K"
"Sierra Bancorp","BSRR","17.70","-0.39%","255.05M","15.17K"
"Biosig Tech","BSGM","1.63","7.95%","15.22M","3.98M"
"Blue Star Foods","BSFC","0.07","-4.20%","2.69M","15.75M"
"Bassett","BSET","13.32","-0.97%","117.60M","14.10K"
"Bogota Financial","BSBK","6.70","-0.15%","86.00M","233.00"
"Braze","BRZE","39.53","-1.59%","3.99B","701.00K"
"Berry Petroleum","BRY","8.32","-0.12%","640.13M","435.92K"
"BioRestorative Therapies","BRTX","1.39","6.11%","9.41M","668.22K"
"Bruush Oral Care Unt","BRSH","0.04","-0.45%","1.92M","912.03K"
"Brp Gr","BRP","26.43","-2.90%","3.08B","274.95K"
"Brooge Holdings Ltd","BROG","1.13","-5.04%","123.83M","365.31K"
"Barinthus Biotherapeutics","BRNS","2.60","2.77%","101.20M","6.50K"
"Brilliant Earth","BRLT","2.73","1.11%","267.16M","43.92K"
"Borealis Foods","BRLS","4.51","1.35%","96.42M","1.09K"
"Bruker","BRKR","82.94","-1.13%","11.42B","671.83K"
"Brookline BCorp","BRKL","8.97","-0.44%","804.12M","244.29K"
"BurTech Acquisition Unt","BRKHU","13.06","6.09%","166.18M","22.00"
"BurTech Acquisition","BRKH","10.96","-0.09%","166.18M","990.00"
"Bridgford Foods C","BRID","10.73","-0.65%","97.67M","453.00"
"Barfresh Food","BRFH","1.10","-1.79%","15.96M","1.69K"
"Breeze Holdings Acquisition","BREZ","11.50","-0.17%","49.44M","1.34K"
"Brera Holdings","BREA","1.27","-5.93%","15.62M","39.82K"
"Bragg Gaming","BRAG","5.96","0.34%","139.45M","78.00K"
"Broad Capital Acquisition  Unt","BRACU","11.07","0.00%","53.11M","0.00"
"Broad Capital Acquisition","BRAC","11.28","0.27%","53.11M","800.00"
"Brookfield Property Partners LP","BPYPP","14.48","0.21%","13.56B","8.71K"
"Brookfield Property Partners LP","BPYPO","13.34","0.53%","12.49B","1.57K"
"Brookfield Property Partners LP","BPYPN","12.46","1.22%","22.76B","4.36K"
"Brookfield Property Preferred LP","BPYPM","14.18","0.14%","-","12.70K"
"바이오피티스","BPTS","0.29","0.00%","2.81M","45.83K"
"Bio Path","BPTH","3.23","6.95%","2.44M","633.25K"
"Bank Of Princeton","BPRN","29.68","-0.13%","188.09M","10.00K"
"Popular Capital Trust II Pref","BPOPM","25.29","0.08%","-","1.39K"
"Popular Inc","BPOP","80.87","-0.52%","5.85B","245.82K"
"Blueprint Medicines Corp","BPMC","88.38","2.66%","5.41B","727.99K"
"Boxlight A","BOXL","0.53","-0.92%","5.16M","86.58K"
"Bowen Acquisition  Unt","BOWNU","11.58","0.00%","95.79M","0.00"
"Bowen Acquisition","BOWN","10.45","0.00%","95.79M","2.65K"
"Bank of the James","BOTJ","9.75","0.52%","44.41M","5.56K"
"B.O.S. Better Onl","BOSC","2.82","1.08%","16.21M","23.39K"
"Dmc Global","BOOM","16.68","0.12%","333.30M","161.18K"
"Bon Natural Life","BON","4.24","19.17%","5.91M","118.32K"
"볼트 바이오테라퓨틱스","BOLT","1.11","-3.48%","42.32M","74.48K"
"Boundless Bio","BOLD","11.29","6.91%","251.07M","123.88K"
"BOK Financial Corp","BOKF","85.13","-0.26%","5.50B","102.80K"
"BranchOut Food","BOF","1.16","3.57%","4.69M","4.48K"
"Blue Ocean Acquisition Unt","BOCNU","10.85","0.00%","120.89M","0.00"
"Blue Ocean Acquisition","BOCN","11.09","-0.09%","120.89M","739.00"
"Banzai International","BNZI","0.39","3.18%","7.02M","131.70K"
