종목명,기호,종가,변동 %,시가 총액,거래량
"씨씨에스","066790","3.67K","0.96%","186.94B","6.54M"
"영풍정밀","036560","11.84K","0.08%","186.32B","29.96K"
"한국캐피탈","023760","597.00","0.67%","185.38B","95.94K"
"와이지-원","019210","5.64K","2.17%","185.33B","50.72K"
"쿠콘","294570","18.43K","0.71%","184.31B","13.70K"
"뉴프렉스","085670","7.53K","1.21%","181.91B","617.80K"
"IMT","451220","23.30K","0.87%","181.90B","437.89K"
"넥스트칩","396270","10.31K","2.59%","181.41B","90.33K"
"엘앤케이바이오","156100","8.76K","-3.63%","181.22B","84.13K"
"슈피겐코리아","192440","30.65K","2.00%","181.20B","2.63K"
"켐트로스","220260","6.89K","1.03%","181.13B","100.64K"
"알서포트","131370","3.55K","2.31%","180.74B","73.81K"
"펨트론","168360","8.67K","2.12%","180.74B","267.78K"
"녹십자웰빙","234690","10.22K","0.39%","180.72B","54.31K"
"네오팜","092730","23.50K","1.73%","180.66B","11.94K"
"동구바이오제약","006620","6.87K","5.21%","180.28B","861.97K"
"워트","396470","11.41K","2.15%","180.06B","1.35M"
"타이거일렉","219130","30.95K","8.60%","179.96B","176.48K"
"퓨런티어","370090","22.15K","1.14%","179.18B","27.10K"
"디지털대성","068930","6.82K","0.15%","178.45B","9.13K"
"덱스터","206560","7.14K","0.85%","178.10B","61.04K"
"KG모빌리언스","046440","4.91K","2.40%","177.91B","38.78K"
"파로스아이바이오","388870","14.31K","4.38%","177.12B","218.44K"
"파나진","046210","4.43K","3.14%","176.36B","177.62K"
"대보마그네틱","290670","24.10K","2.12%","176.33B","17.30K"
"팜스토리","027710","1.59K","0.13%","176.08B","215.60K"
"에치에프알","230240","13.55K","1.12%","175.86B","47.20K"
"유일에너테크","340930","5.11K","-0.78%","175.64B","82.45K"
"테고사이언스","191420","22.00K","0.46%","175.34B","18.35K"
"상상인","038540","3.25K","1.88%","174.84B","18.64K"
"한스바이오메드","042520","13.38K","-0.37%","174.42B","18.96K"
"대양제지","006580","9.15K","0.00%","174.06B","0.00"
"엔케이맥스","182400","2.02K","0.00%","172.74B","0.00"
"폰드그룹","472850","5.58K","4.49%","172.72B","64.96K"
"나이벡","138610","17.44K","3.44%","172.49B","31.30K"
"파세코","037070","9.40K","0.64%","171.78B","22.21K"
"율호","072770","2.51K","1.21%","171.42B","567.34K"
"모다이노칩","080420","2.15K","0.00%","171.40B","1.69K"
"아이텍반도체","119830","8.31K","3.49%","170.97B","208.84K"
"와이더플래닛","321820","12.99K","2.12%","170.02B","62.51K"
"피엔에이치테크","239890","16.51K","-3.51%","170.00B","102.00K"
"조이시티","067000","2.50K","2.89%","169.52B","114.14K"
"티앤알바이오팹","246710","7.98K","1.40%","169.39B","13.67K"
"풍원정밀","371950","8.13K","0.99%","169.38B","400.41K"
"유비쿼스","264450","16.50K","-0.06%","169.16B","27.22K"
"지니뮤직","043610","2.98K","2.41%","168.69B","28.87K"
"엔바이오니아","317870","19.75K","0.41%","167.33B","9.00K"
"티움바이오","321550","6.82K","4.60%","167.32B","108.50K"
"노바렉스","194700","9.56K","1.16%","167.29B","87.99K"
"경동제약","011040","6.24K","1.30%","167.14B","24.57K"
"일진파워","094820","11.58K","4.70%","166.77B","154.31K"
"로체시스템즈","071280","10.69K","-4.30%","166.61B","157.63K"
"동신건설","025950","19.68K","-0.56%","166.24B","45.59K"
"크리스에프앤씨","110790","7.94K","-0.25%","166.19B","2.45K"
"에스비비테크","389500","26.95K","0.19%","166.10B","32.27K"
"삼기이브이","419050","3.01K","3.79%","165.87B","312.68K"
"아바텍","149950","12.25K","0.49%","165.83B","9.61K"
"한국전자금융","063570","5.58K","2.20%","165.60B","34.00K"
"대화제약","067080","10.29K","9.00%","165.36B","4.06M"
"코아시아","045970","6.98K","-0.99%","165.08B","188.83K"
"지오엘리먼트","311320","13.30K","1.76%","164.87B","60.77K"
"드림시큐리티","203650","3.31K","1.54%","164.72B","153.93K"
"대한약품","023910","28.15K","0.72%","164.35B","11.38K"
"코웰패션","033290","3.21K","5.07%","163.11B","702.02K"
"헥토이노베이션","214180","13.19K","0.08%","163.11B","7.33K"
"엑스게이트","356680","5.77K","1.05%","162.98B","230.42K"
"디에스케이","109740","6.57K","3.96%","162.49B","66.22K"
"엘비루셈","376190","6.67K","1.06%","162.36B","24.45K"
"코어라인소프트","384470","13.85K","9.14%","162.33B","455.09K"
"이녹스","088390","17.94K","3.76%","162.28B","26.05K"
"하이딥","365590","1.20K","0.25%","162.05B","213.14K"
"아모그린텍","125210","10.11K","2.95%","162.00B","76.34K"
"삼보판지","023600","10.28K","0.78%","161.11B","12.41K"
"동국S&C","100130","2.92K","1.57%","160.23B","34.83K"
"엑셈","205100","2.32K","3.11%","160.12B","519.95K"
"이에이트","418620","16.86K","1.69%","159.96B","83.22K"
"금화피에스시","036190","27.10K","0.18%","159.75B","3.40K"
"라온텍","418420","5.56K","2.96%","159.55B","65.13K"
"Hanwool Materials Science","091440","11.21K","-1.15%","159.35B","71.11K"
"딥노이드","315640","7.85K","10.56%","159.19B","424.93K"
"에이프로","262260","11.27K","1.99%","159.17B","22.23K"
"고려신용정보","049720","11.22K","-1.58%","158.68B","82.23K"
"케이에스피","073010","4.10K","3.54%","158.67B","681.47K"
"SM C&C","048550","1.67K","0.91%","158.44B","92.58K"
"알에스오토메이션","140670","17.58K","2.39%","158.08B","179.10K"
"제이스텍","090470","9.10K","-0.11%","158.06B","26.25K"
"디케이티","290550","8.65K","3.47%","157.96B","70.14K"
"신테카바이오","226330","10.78K","4.66%","157.16B","82.70K"
"지앤비에스엔지니어링","382800","5.23K","0.19%","157.14B","75.51K"
"제이아이테크","417500","4.96K","1.33%","156.80B","563.43K"
"골프존뉴딘홀딩스","121440","3.77K","0.67%","156.53B","23.79K"
"리파인","377450","9.92K","0.20%","156.53B","35.42K"
"이크레더블","092130","12.98K","0.15%","156.09B","1.64K"
"크레버스","096240","19.02K","1.66%","155.96B","55.62K"
"지투파워","388050","8.73K","4.80%","155.85B","759.92K"
"이닉스","452400","17.74K","3.38%","155.67B","29.16K"
"아가방컴퍼니","013990","4.72K","-0.32%","154.40B","363.14K"
"동양이엔피","079960","20.05K","2.09%","154.37B","22.78K"
"YTN","040300","3.82K","4.23%","153.93B","427.59K"
"아비코전자","036010","11.73K","1.38%","153.80B","62.61K"
"에이치피오","357230","3.93K","1.81%","153.63B","27.87K"
"청담글로벌","362320","7.71K","1.18%","153.35B","85.19K"
"슈프리마","236200","23.25K","4.97%","152.82B","60.38K"
"에이엘티","172670","23.00K","0.66%","152.39B","290.30K"
"서울옥션","063170","9.05K","0.00%","152.38B","41.83K"
"아스플로","159010","11.68K","0.78%","152.29B","42.06K"
"제이엘케이","322510","10.20K","6.36%","152.13B","151.03K"
"퀀타피아","078940","2.85K","0.00%","151.58B","0.00"
"도이치모터스","067990","5.08K","1.20%","151.50B","90.12K"
"아진산업","013310","3.90K","0.64%","150.56B","95.02K"
"Nokwon Commercials Industries","065560","5.77K","0.00%","150.31B","0.00"
"케이엔제이","272110","19.36K","3.14%","149.70B","166.99K"
"JNB","452160","16.84K","3.89%","149.35B","408.71K"
"범한퓨얼셀","382900","18.20K","4.60%","149.34B","24.90K"
"윈스","136540","12.23K","0.08%","148.72B","11.53K"
"금양그린파워","282720","13.03K","6.02%","148.30B","278.44K"
"티에스아이","277880","7.57K","3.56%","147.38B","63.85K"
"The Lamy","032860","3.64K","0.00%","147.03B","0.00"
"엔지켐생명과학","183490","1.76K","1.68%","146.99B","265.26K"
"팅크웨어","084730","14.34K","2.28%","146.92B","27.58K"
"플리토","300080","27.00K","1.31%","146.49B","64.27K"
"광무","029480","3.08K","1.15%","146.00B","369.67K"
"시그네틱스","033170","1.81K","6.40%","145.91B","3.04M"
"애니플러스","310200","3.30K","0.76%","145.69B","271.62K"
"씨싸이트","109670","25.30K","-0.39%","145.08B","388.38K"
"빅텍","065450","4.97K","-3.40%","144.99B","1.50M"
"아이씨디","040910","9.18K","2.68%","144.85B","257.79K"
"서울바이오시스","092190","3.25K","1.56%","144.73B","10.28K"
"바이오솔루션","086820","17.65K","-2.05%","144.59B","63.41K"
"켄코아에어로","274090","11.20K","0.45%","143.98B","23.94K"
"밀리의 서재","418470","17.32K","1.29%","143.44B","51.35K"
"양지사","030960","10.14K","-2.87%","143.40B","54.53K"
"제이씨케미칼","137950","6.69K","2.61%","143.20B","97.50K"
"DMS","068790","6.10K","0.33%","143.06B","26.30K"
"홈센타홀딩스","060560","1.14K","1.51%","142.81B","49.69K"
"엔젯","419080","13.64K","0.96%","142.10B","138.63K"
"스피어파워","203690","12.00K","4.62%","141.45B","63.76K"
"우주일렉트로","065680","18.35K","4.86%","140.67B","42.20K"
"브랜드엑스","337930","4.89K","1.87%","140.63B","153.14K"
"풍국주정","023900","11.38K","2.15%","140.36B","13.87K"
"한컴MDS","086960","1.61K","0.56%","140.20B","379.06K"
"위닉스","044340","8.99K","1.47%","140.06B","18.46K"
"에스코넥","096630","1.77K","-2.04%","139.78B","1.37M"
"비보존 헬스케어","082800","2.92K","-1.18%","139.73B","91.48K"
"에이스테크","088800","2.02K","0.75%","139.55B","363.80K"
"헥토파이낸셜","234340","17.47K","3.93%","139.53B","39.08K"
"케이프","064820","5.21K","4.20%","139.51B","196.62K"
"에이비프로바이오","195990","498.00","1.84%","139.21B","446.27K"
"3S","060310","2.87K","0.00%","139.06B","1.10M"
"브릿지바이오테라퓨틱스","288330","5.06K","-13.21%","138.56B","478.91K"
"이브이첨단소재","131400","2.40K","3.23%","138.24B","292.51K"
"다산네트웍스","039560","3.68K","3.08%","138.10B","113.45K"
"엘티씨","170920","15.76K","6.20%","137.67B","546.60K"
"고바이오랩","348150","7.50K","3.16%","137.64B","49.05K"
"안트로젠","065660","14.25K","0.92%","137.41B","21.99K"
"삼지전자","037460","8.90K","-0.22%","136.94B","25.84K"
"휴비츠","065510","12.62K","0.56%","136.52B","57.56K"
"라온피플","300120","6.77K","3.36%","136.27B","50.97K"
"야스","255440","11.17K","5.58%","136.11B","80.98K"
"제일전기공업","199820","15.92K","29.96%","136.10B","10.10M"
"티케이케미칼","104480","1.51K","1.34%","135.89B","129.03K"
"보성파워텍","006910","2.90K","4.51%","135.54B","261.40K"
"오리엔탈정공","014940","3.19K","7.39%","135.50B","253.38K"
"HBL Corp","452190","6.21K","2.14%","135.26B","622.97K"
"현대이지웰","090850","5.62K","-0.88%","134.64B","26.38K"
"덕우전자","263600","8.56K","1.54%","134.29B","125.14K"
"우리산업","215360","14.97K","2.04%","133.97B","80.17K"
"큐리언트","115180","4.51K","2.61%","133.92B","59.65K"
"덴티스","261200","8.89K","1.48%","133.83B","25.84K"
"리드코프","012700","5.17K","-0.19%","132.58B","12.44K"
"매커스","093520","13.11K","1.79%","132.54B","68.71K"
"레이언스","228850","8.45K","0.36%","132.50B","6.85K"
"에이비온","203400","6.06K","1.17%","131.94B","216.51K"
"초록뱀미디어","047820","5.40K","0.00%","131.87B","0.00"
"시스웍","269620","889.00","0.00%","131.66B","0.00"
"스맥","099440","3.53K","0.00%","131.62B","218.11K"
"하이로닉","149980","8.20K","2.76%","131.42B","232.46K"
"에이티넘인베스트","021080","2.83K","1.25%","131.35B","64.58K"
"코닉오토메이션","391710","3.25K","3.01%","130.94B","162.53K"
"라온시큐어","042510","2.37K","1.50%","130.82B","81.20K"
"블루엠텍","439580","12.37K","0.98%","130.82B","59.10K"
"마음AI","377480","21.35K","0.71%","130.72B","37.73K"
"한성크린텍","066980","2.67K","2.30%","130.58B","423.69K"
"브이원텍","251630","8.77K","2.57%","130.50B","37.19K"
"신스틸","162300","3.48K","9.59%","130.44B","17.88M"
"아미노로직스","074430","1.51K","1.89%","130.42B","145.88K"
"와이엠텍","273640","11.94K","0.42%","130.39B","10.87K"
"DXVX","180400","4.41K","2.09%","130.39B","33.74K"
"씨앤지하이테크","264660","14.34K","2.58%","130.25B","49.99K"
"압타바이오","293780","5.99K","2.74%","130.00B","41.60K"
"네오위즈홀딩스","042420","19.22K","0.10%","129.73B","13.73K"
"세종텔레콤","036630","619.00","0.00%","129.39B","276.46K"
"Ghost Studio DRC","950190","10.66K","-1.48%","129.30B","11.72K"
"강스템바이오텍","217730","2.60K","12.77%","129.22B","2.13M"
"SBI인베스트먼트","019550","834.00","4.25%","128.91B","369.05K"
"케이엔에스","432470","30.80K","3.70%","128.82B","15.79K"
"오이솔루션","138080","12.43K","1.06%","128.81B","19.94K"
"엘컴텍","037950","1.50K","-1.71%","128.55B","4.61M"
"이지바이오","353810","4.01K","6.78%","128.36B","468.63K"
"현대바이오랜드","052260","8.68K","1.52%","128.25B","40.10K"
"오킨스전자","080580","7.68K","4.35%","126.61B","177.49K"
"한국경제TV","039340","5.77K","0.00%","126.55B","7.86K"
"메가스터디","072870","11.05K","-0.27%","126.39B","7.60K"
"레드캡투어","038390","14.95K","0.95%","126.37B","2.20K"
"유비벨록스","089850","8.90K","2.65%","126.12B","33.65K"
"대원산업","005710","6.30K","0.16%","126.04B","3.25K"
"CJ 바이오사이언스","311690","14.50K","5.07%","125.75B","11.39K"
"지엔씨에너지","119850","8.00K","-5.44%","125.74B","1.75M"
"인피니트헬스케어","071200","5.20K","0.97%","125.54B","24.87K"
"농우바이오","054050","7.96K","1.79%","125.36B","13.09K"
"나인테크","267320","2.94K","1.73%","125.22B","188.03K"
"이루다","164060","6.42K","4.73%","124.96B","553.97K"
"Polaris AI","039980","1.74K","-1.25%","124.83B","1.65M"
"와이엔텍","067900","7.02K","1.89%","124.71B","55.25K"
"네온테크","306620","3.15K","0.96%","124.58B","665.95K"
"특수건설","026150","7.24K","1.97%","124.58B","18.22K"
"래몽래인","200350","13.06K","3.24%","124.33B","48.72K"
"코츠테크놀로지","448710","24.10K","-1.43%","124.25B","326.33K"
"베노홀딩스","206400","4.13K","2.23%","124.17B","25.97K"
"유니슨","018000","985.00","0.41%","123.99B","178.21K"
"코렌텍","104540","9.71K","0.10%","123.75B","20.79K"
"모베이스전자","012860","1.76K","3.23%","123.63B","165.38K"
"케이엔더블유","105330","7.71K","-0.90%","123.47B","19.59K"
"APS홀딩스","054620","7.27K","2.97%","123.39B","38.29K"
"비엠티","086670","13.53K","0.22%","123.19B","169.14K"
"테라젠이텍스","066700","3.90K","1.56%","122.90B","61.25K"
"S D","260970","29.90K","-1.16%","122.80B","47.21K"
"아이퀘스트","262840","3.35K","0.60%","122.78B","420.19K"
"그린플러스","186230","11.67K","2.55%","122.22B","124.78K"
"푸른저축은행","007330","9.62K","-6.24%","122.01B","287.93K"
"우리바이오","082850","2.60K","0.77%","121.98B","460.65K"
"바이오에프디엔씨","251120","13.74K","-1.86%","121.74B","10.87K"
"SBW생명과학","151910","640.00","0.00%","121.65B","0.00"
"서플러스글로벌","140070","3.62K","3.57%","121.38B","67.16K"
"엠투아이","347890","7.20K","0.42%","121.27B","13.27K"
"엠플러스","259630","10.21K","1.79%","121.08B","17.90K"
"오션브릿지","241790","12.63K","1.28%","121.07B","153.52K"
"세코닉스","053450","7.70K","-6.89%","120.98B","1.43M"
"휴센텍","215090","1.50K","0.00%","120.78B","0.00"
"IlWoul GML","178780","1.73K","0.00%","120.77B","0.00"
"차백신연구소","261780","4.98K","10.30%","120.70B","9.48M"
"아이티센","124500","5.08K","-3.05%","120.59B","795.70K"
"아이에이","038880","384.00","0.52%","120.46B","918.65K"
"웹케시","053580","9.27K","3.00%","120.45B","11.59K"
"태웅로직스","124560","3.33K","0.30%","120.07B","276.80K"
"크라우드웍스","355390","30.10K","3.44%","120.01B","29.70K"
"트루윈","105550","2.12K","1.19%","119.70B","81.34K"
"대양전기공업","108380","13.40K","4.20%","118.85B","40.25K"
"대원미디어","048910","10.00K","1.94%","118.55B","39.98K"
"셀바스헬스케어","208370","4.76K","3.14%","118.41B","90.65K"
"알에프텍","061040","3.83K","2.27%","117.69B","32.12K"
"대정화금","120240","16.54K","1.16%","117.56B","9.27K"
"심텍홀딩스","036710","2.56K","1.59%","116.77B","97.50K"
"Genohco","361390","16.30K","4.76%","116.71B","54.93K"
"데이타솔루션","263800","7.16K","0.00%","116.11B","701.02K"
"ITX엠투엠","099520","1.28K","0.00%","116.09B","0.00"
"라파스","214260","13.75K","1.78%","115.83B","19.12K"
"지어소프트","051160","7.22K","-3.48%","115.75B","109.69K"
"KNN","058400","882.00","0.92%","115.74B","113.50K"
"와이팜","332570","2.97K","1.89%","115.54B","80.08K"
"아모센스","357580","10.38K","0.87%","115.46B","24.20K"
"이엠코리아","095190","2.80K","3.51%","115.18B","259.85K"
"세운메디칼","100700","2.70K","1.50%","115.15B","17.25K"
"엔피","291230","2.71K","3.83%","115.06B","174.55K"
"솔본","035610","4.51K","1.01%","114.73B","32.93K"
"현대에버다임","041440","6.49K","0.93%","114.72B","76.48K"
"메디아나","041920","6.24K","1.30%","114.33B","30.17K"
"라온테크","232680","9.08K","-0.22%","114.06B","34.55K"
"공구우먼","366030","5.15K","2.18%","114.00B","47.07K"
"키이스트","054780","5.85K","0.52%","113.72B","17.18K"
"포인트엔지니어링","256630","2.02K","0.90%","113.66B","57.82K"
"예스24","053280","4.68K","3.42%","113.19B","38.79K"
"에이텍","045660","14.62K","0.48%","112.94B","192.06K"
"제너셈","217190","13.25K","3.52%","112.25B","217.26K"
"서남","294630","5.64K","2.73%","111.80B","5.88M"
"마이크로디지탈","305090","7.49K","4.90%","111.65B","108.52K"
"남화산업","111710","5.43K","0.18%","111.59B","3.51K"
"디바이스이엔지","187870","16.52K","0.49%","111.51B","14.85K"
"트루엔","417790","10.28K","1.48%","111.43B","19.44K"
"케이옥션","102370","4.33K","0.70%","111.32B","47.11K"
"이노시스","056090","1.18K","0.00%","110.70B","0.00"
"인크로스","216050","9.21K","0.44%","110.68B","76.31K"
"대한뉴팜","054670","7.89K","0.13%","110.60B","18.34K"
"크리스탈신소재","900250","1.19K","3.04%","110.37B","566.78K"
"삼보모터스","053700","5.02K","1.31%","110.14B","59.64K"
"케이피에스","256940","5.92K","1.20%","109.68B","10.55K"
"지아이텍","382480","2.82K","1.62%","109.22B","93.60K"
"우수AMS","066590","2.80K","0.18%","109.14B","32.89K"
"탑엔지니어링","065130","6.75K","0.30%","108.53B","84.60K"
"인화정공","101930","12.25K","2.68%","108.17B","14.40K"
"오성첨단소재","052420","1.35K","1.58%","108.14B","148.84K"
"유아이엘","049520","5.28K","2.72%","107.86B","48.93K"
"대봉엘에스","078140","9.98K","2.67%","107.76B","82.58K"
"디알젬","263690","9.82K","0.61%","107.52B","6.66K"
"에스트래픽","234300","3.98K","0.89%","107.47B","66.19K"
"이지케어텍","099750","15.97K","-0.13%","107.47B","5.12K"
"제로투세븐","159580","5.49K","1.48%","107.46B","53.90K"
"노랑풍선","104620","7.10K","4.87%","107.25B","89.01K"
"이오플로우","294090","3.56K","0.85%","107.22B","172.76K"
"아진엑스텍","059120","11.22K","2.37%","106.84B","111.73K"
"SCI평가정보","036120","2.97K","-3.73%","106.70B","409.87K"
"라이온켐텍","171120","3.01K","1.18%","106.64B","11.14K"
"인성정보","033230","2.82K","2.73%","106.53B","525.02K"
"바이오스마트","038460","5.31K","2.51%","106.43B","2.55M"
"메가터치","446540","5.58K","8.98%","106.35B","477.07K"
"이노메트리","302430","11.20K","3.04%","106.13B","16.15K"
"하이텍팜","106190","10.18K","2.00%","106.12B","33.33K"
"엔비티","236810","6.68K","1.67%","105.96B","56.34K"
"현대공업","170030","7.04K","0.14%","105.96B","55.69K"
"서원인텍","093920","5.71K","0.35%","105.83B","8.86K"
"유니트론텍","142210","5.80K","3.57%","105.82B","66.92K"
"대성창투","027830","1.98K","0.87%","105.79B","217.64K"
"아모텍","052710","7.32K","1.10%","105.79B","8.96K"
"센서뷰","321370","4.05K","0.25%","105.70B","125.44K"
"티에스넥스젠","043220","933.00","1.97%","105.65B","348.83K"
"코텍","052330","8.01K","4.03%","105.62B","75.50K"
"모비스","250060","3.38K","2.42%","105.57B","224.47K"
"엠벤처투자","019590","918.00","0.00%","104.96B","0.00"
"SV인베스트먼트","289080","2.04K","3.25%","104.92B","324.63K"
"알비더블유","361570","3.83K","5.51%","103.95B","62.75K"
"플래스크","041590","789.00","0.00%","103.92B","0.00"
"동아화성","041930","7.01K","1.59%","103.68B","14.28K"
"엠투엔","033310","2.65K","1.53%","103.51B","16.36K"
"지놈앤컴퍼니","314130","7.05K","2.17%","103.32B","33.53K"
"중앙에너비스","000440","22.60K","-3.00%","103.31B","218.60K"
"에스넷","038680","6.08K","7.23%","103.26B","282.32K"
"SAMG엔터","419530","13.27K","2.23%","103.12B","29.80K"
"우리손에프앤지","073560","1.50K","0.60%","103.03B","47.69K"
"화일약품","061250","1.58K","0.00%","102.72B","29.11K"
"엔브이에이치코리아","067570","2.46K","1.44%","102.45B","24.42K"
"중앙백신","072020","10.58K","-0.19%","102.38B","16.29K"
"정상제이엘에스","040420","6.86K","0.44%","102.03B","14.01K"
"부방","014470","2.01K","5.73%","102.02B","409.37K"
"캠시스","050110","1.40K","0.79%","101.88B","117.04K"
"옵트론텍","082210","4.11K","2.37%","101.62B","57.79K"
"하인크코리아","373200","1.38K","3.37%","100.99B","1.42M"
"상보","027580","1.79K","1.30%","100.93B","1.40M"
"에스엠코어","007820","5.33K","3.29%","100.90B","64.13K"
"에이테크솔루션","071670","10.18K","1.19%","100.60B","35.56K"
"한송네오텍","226440","1.53K","0.00%","100.58B","0.00"
"한라IMS","092460","6.39K","3.90%","100.51B","30.21K"
"인포마크","175140","4.75K","1.82%","100.48B","244.52K"
"엠게임","058630","5.34K","1.71%","100.34B","40.47K"
"위더스제약","330350","7.86K","3.42%","100.34B","32.25K"
"메쎄이상","408920","2.35K","0.00%","100.02B","19.98K"
"위메이드플레이","123420","9.60K","-0.10%","99.95B","44.82K"
"파이버프로","368770","3.15K","2.77%","99.78B","102.11K"
"지니언스","263860","11.55K","0.00%","99.62B","13.13K"
"블리츠웨이","369370","2.00K","0.00%","99.44B","6.11K"
"미래생명자원","218150","5.10K","0.00%","99.43B","291.05K"
"선광","003100","17.52K","1.86%","99.31B","8.59K"
"피제이전자","006140","6.64K","0.30%","99.30B","59.17K"
"포스뱅크","105760","11.19K","5.47%","99.26B","133.19K"
"포바이포","389140","9.45K","4.77%","99.19B","178.12K"
"지에스이","053050","3.47K","-3.07%","99.18B","869.48K"
"DSC인베스트먼트","241520","3.80K","1.60%","99.04B","87.29K"
"컴퍼니케이","307930","6.62K","4.42%","98.97B","183.33K"
"매일유업","005990","7.91K","0.13%","98.88B","1.49K"
"나우IB","293580","1.05K","0.10%","98.51B","200.77K"
"정다운","208140","2.98K","-0.83%","98.38B","111.69K"
"저스템","417840","13.93K","0.58%","98.23B","116.54K"
"에이스토리","241840","10.70K","1.13%","98.21B","5.88K"
"에스텍파마","041910","8.75K","4.17%","98.11B","68.26K"
"오파스넷","173130","7.64K","2.00%","97.72B","157.51K"
"엑스페릭스","317770","4.31K","0.82%","97.39B","110.48K"
"링네트","042500","7.04K","16.75%","97.03B","2.00M"
"버킷스튜디오","066410","1.15K","0.00%","96.98B","0.00"
"다보링크","340360","2.25K","0.67%","96.97B","397.95K"
"앤디포스","238090","4.16K","1.22%","96.75B","15.41K"
"삼양옵틱스","225190","9.61K","0.00%","96.63B","0.00"
"스톰테크","352090","7.44K","3.48%","96.61B","30.51K"
"씨엔알리서치","359090","1.67K","-5.18%","96.55B","8.51M"
"삼아제약","009300","15.75K","-0.19%","96.31B","34.82K"
"휴맥스","115160","2.29K","2.69%","96.16B","53.62K"
"액토즈소프트","052790","8.92K","1.36%","96.14B","8.81K"
"메타바이오메드","059210","4.29K","2.26%","95.94B","194.24K"
"옵티팜","153710","6.47K","-1.07%","95.94B","36.16K"
"진로발효","018120","14.48K","0.00%","95.83B","1.28K"
"세원","234100","1.77K","0.68%","95.81B","95.08K"
"비아트론","141000","8.50K","-1.73%","95.43B","31.56K"
"메카로","241770","9.79K","1.03%","95.42B","62.83K"
"맥스트","377030","5.00K","2.78%","95.11B","28.16K"
"한선엔지니어링","452280","5.84K","4.47%","95.04B","36.73K"
"제이엔케이히터","126880","4.13K","0.85%","94.99B","31.39K"
"대동기어","008830","10.75K","1.99%","94.73B","89.04K"
"뉴온","123840","350.00","3.86%","94.73B","233.45K"
"자이글","234920","7.23K","2.55%","94.65B","33.28K"
"비트컴퓨터","032850","5.97K","2.93%","94.55B","130.59K"
"센코","347000","2.91K","1.75%","94.39B","123.02K"
"소니드","060230","2.46K","3.14%","94.38B","145.31K"
"KCC건설","021320","4.43K","0.80%","94.05B","7.78K"
"LB인베스트먼트","309960","4.10K","0.24%","94.05B","19.29K"
"서호전기","065710","19.14K","0.37%","94.03B","1.91K"
"옵투스제약","131030","6.23K","7.23%","93.85B","1.82M"
"엠에스씨","009780","5.37K","0.75%","93.81B","19.44K"
"에스퓨얼셀","288620","13.92K","3.65%","93.73B","6.28K"
"선진 뷰티 사이언스","086710","7.90K","1.28%","93.68B","41.45K"
"해성티피씨","059270","8.12K","-6.34%","93.62B","498.20K"
"위지트","036090","802.00","1.26%","93.41B","1.59M"
"국보디자인","066620","14.23K","0.99%","93.13B","8.47K"
"토마토시스템","393210","6.74K","11.40%","92.91B","2.10M"
"세아메카닉스","396300","3.63K","3.71%","92.71B","106.08K"
"피제이메탈","128660","3.77K","0.94%","92.64B","2.10M"
"에프엔에스테크","083500","11.96K","3.37%","92.48B","195.48K"
"레이저옵텍","199550","8.37K","3.33%","92.28B","80.10K"
"팸텍","271830","3.31K","3.12%","92.17B","198.92K"
"일승","333430","3.19K","6.68%","92.03B","363.39K"
"본느","226340","2.68K","3.08%","92.01B","1.34M"
"모비데이즈","363260","585.00","2.27%","91.98B","68.37M"
"에스피시스템스","317830","9.20K","2.11%","91.64B","30.67K"
"나이스디앤비","130580","5.92K","0.00%","91.17B","1.03K"
"광림","014200","1.01K","0.00%","91.14B","0.00"
"세보엠이씨","011560","9.27K","1.98%","90.94B","16.69K"
"꿈비","407400","7.80K","1.30%","90.82B","44.22K"
"제이티","089790","10.09K","1.41%","90.76B","159.73K"
"비엘","142760","2.94K","6.14%","90.68B","466.41K"
"참좋은여행","094850","7.02K","3.69%","90.56B","35.36K"
"모델솔루션","417970","14.33K","1.34%","90.45B","5.85K"
"와이어블","065530","1.90K","0.58%","90.42B","29.07K"
"케이사인","192250","1.35K","4.08%","90.19B","592.15K"
"코리아나","027050","2.97K","0.85%","90.12B","1.54M"
"태성","323280","3.70K","3.79%","90.09B","153.91K"
"스코넥","276040","6.70K","-6.29%","89.76B","313.38K"
"소마젠","950200","4.72K","1.61%","89.45B","14.59K"
"코스맥스엔비티","222040","4.30K","-0.92%","89.21B","77.61K"
"바이젠셀","308080","4.65K","0.00%","89.12B","22.31K"
"링크제니시스","219420","8.01K","1.39%","88.91B","211.74K"
"가온미디어","078890","5.70K","2.33%","88.84B","86.50K"
"이삭엔지니어링","351330","11.05K","3.27%","88.69B","98.24K"
"와이엠씨","155650","4.93K","1.34%","88.59B","60.67K"
"로보로보","215100","4.39K","0.46%","88.42B","30.63K"
"코셈","360350","16.35K","4.81%","88.33B","172.88K"
"화인써키트","127980","7.82K","4.83%","88.32B","97.22K"
"서한","011370","890.00","0.79%","88.19B","80.17K"
"오비고","352910","7.25K","0.28%","88.17B","16.26K"
"파멥신","208340","2.92K","0.00%","88.01B","0.00"
"유니크","011320","4.56K","0.22%","87.91B","38.78K"
"씨앤투스성진","352700","3.26K","-1.66%","87.88B","54.65K"
"유니테크노","241690","3.67K","2.09%","87.85B","75.03K"
"유라테크","048430","7.73K","0.78%","87.84B","46.61K"
"ICH","368600","5.34K","4.71%","87.65B","78.06K"
"흥국에프엔비","189980","2.32K","2.43%","87.64B","98.51K"
