종목명,기호,종가,변동 %,시가 총액,거래량,섹터
아이비김영,339950,1.85K,2.04%,78.25B,111.55K,아카데믹 및 교육 서비스
YBM넷,057030,4.13K,1.10%,66.11B,357.06K,아카데믹 및 교육 서비스
오픈놀,440320,6.15K,2.50%,58.83B,40.13K,아카데믹 및 교육 서비스
메가엠디,133750,2.31K,0.22%,50.88B,144.62K,아카데믹 및 교육 서비스
골드앤에스,035290,575.00,4.55%,25.55B,193.81K,아카데믹 및 교육 서비스
유비온,084440,1.14K,1.69%,22.18B,25.46K,아카데믹 및 교육 서비스
유비온,084440F,-,%,22.18B,-,아카데믹 및 교육 서비스
KG ETS,151860,8.52K,1.43%,416.67B,121.10K,에너지
흥구석유,024060,14.19K,-6.64%,221.02B,2.22M,에너지
동국S&C,100130,2.93K,1.91%,160.23B,42.38K,에너지
제이씨케미칼,137950,6.75K,3.53%,143.20B,124.02K,에너지
리드코프,012700,5.19K,0.19%,132.58B,16.55K,에너지
유니슨,018000,985.00,0.41%,123.99B,191.36K,에너지
중앙에너비스,000440,22.50K,-3.43%,103.31B,244.79K,에너지
에스퓨얼셀,288620,13.91K,3.57%,93.73B,6.58K,에너지
에코바이오,038870,5.89K,0.34%,82.25B,272.53K,에너지
케일럼,258610,2.77K,0.54%,73.09B,22.76K,에너지
윌링스,313760,8.17K,-2.39%,48.45B,60.73K,에너지
위즈코프,038620,777.00,1.04%,48.33B,99.03K,에너지
에스에너지,095910,1.93K,1.63%,35.46B,47.84K,에너지
에스아이리소스,065420,247.00,2.07%,17.32B,538.19K,에너지
지엔원에너지,270520,2.26K,-0.44%,296.52B,1.16M,유틸리티
지에스이,053050,3.46K,-3.21%,99.18B,944.61K,유틸리티
SDN,099220,1.45K,5.13%,74.92B,4.85M,유틸리티
DGP,060900,1.34K,3.40%,32.73B,59.12K,유틸리티
씨앤씨인터내셔널,352480,83.50K,4.11%,801.77B,96.59K,필수소비재
현대바이오,048410,20.10K,1.98%,784.82B,139.70K,필수소비재
VT GMP,018290,20.75K,6.30%,698.67B,1.25M,필수소비재
하림지주,003380,6.24K,1.46%,598.16B,145.02K,필수소비재
클리오,237880,30.45K,1.67%,524.42B,103.42K,필수소비재
큐렉소,060280,12.08K,3.87%,477.82B,164.23K,필수소비재
콜마비앤에이치,200130,15.48K,5.16%,426.72B,86.75K,필수소비재
코스메카코리아,241710,39.30K,3.56%,405.31B,184.94K,필수소비재
하림,136480,3.00K,1.87%,312.72B,349.07K,필수소비재
마녀공장,439090,19.06K,3.08%,302.83B,212.24K,필수소비재
매일유업,267980,39.30K,0.00%,282.19B,4.96K,필수소비재
CJ프레시웨이,051500,22.95K,0.22%,271.86B,12.87K,필수소비재
잉글우드랩,950140,14.13K,3.37%,271.59B,351.31K,필수소비재
한일사료,005860,5.41K,0.93%,211.20B,1.53M,필수소비재
헬릭스미스,084990,4.41K,4.01%,207.84B,111.99K,필수소비재
이지홀딩스,035810,3.15K,3.80%,197.36B,187.01K,필수소비재
카나리아바이오,016790,994.00,0.00%,187.34B,0.00,필수소비재
네오팜,092730,23.60K,2.16%,180.66B,16.88K,필수소비재
팜스토리,027710,1.60K,0.25%,176.08B,228.10K,필수소비재
노바렉스,194700,9.54K,0.95%,167.29B,88.45K,필수소비재
에이치피오,357230,3.93K,1.81%,153.63B,27.88K,필수소비재
스피어파워,203690,12.10K,5.49%,141.45B,67.59K,필수소비재
고바이오랩,348150,7.50K,3.16%,137.64B,49.16K,필수소비재
이지바이오,353810,4.01K,6.78%,128.36B,469.30K,필수소비재
현대바이오랜드,052260,8.77K,2.57%,128.25B,58.17K,필수소비재
농우바이오,054050,7.94K,1.53%,125.36B,13.16K,필수소비재
S D,260970,29.90K,-1.16%,122.80B,47.24K,필수소비재
라파스,214260,13.76K,1.85%,115.83B,19.39K,필수소비재
제로투세븐,159580,5.51K,1.85%,107.46B,64.78K,필수소비재
우리손에프앤지,073560,1.52K,2.02%,103.03B,71.28K,필수소비재
미래생명자원,218150,5.12K,0.39%,99.43B,318.47K,필수소비재
매일유업,005990,7.92K,0.25%,98.88B,1.71K,필수소비재
정다운,208140,2.99K,-0.66%,98.38B,126.00K,필수소비재
진로발효,018120,14.47K,-0.07%,95.83B,1.28K,필수소비재
엠에스씨,009780,5.37K,0.75%,93.81B,21.24K,필수소비재
본느,226340,2.69K,3.27%,92.01B,1.42M,필수소비재
코리아나,027050,2.98K,1.36%,90.12B,1.62M,필수소비재
코스맥스엔비티,222040,4.30K,-0.81%,89.21B,80.09K,필수소비재
흥국에프엔비,189980,2.33K,2.87%,87.64B,112.83K,필수소비재
국순당,043650,5.30K,0.19%,83.27B,928.70K,필수소비재
내츄럴엔도텍,168330,2.52K,-4.37%,83.04B,142.47K,필수소비재
씨티케이코스메틱스,260930,4.46K,2.06%,82.35B,13.10K,필수소비재
뉴트리,270870,8.88K,4.23%,76.64B,35.95K,필수소비재
윙입푸드,900340,1.59K,3.45%,73.74B,1.40M,필수소비재
제주맥주,276730,1.40K,13.18%,72.31B,6.22M,필수소비재
아이큐어,175250,1.94K,1.57%,71.45B,76.80K,필수소비재
우양,103840,4.39K,1.03%,71.19B,56.40K,필수소비재
보라티알,250000,11.03K,1.75%,70.99B,21.39K,필수소비재
에이치엘사이언스,239610,13.71K,-0.36%,70.08B,806.00,필수소비재
코디,080530,2.03K,-3.10%,69.57B,261.73K,필수소비재
창해에탄올,004650,9.10K,0.22%,68.89B,1.95K,필수소비재
엔에프씨,265740,7.82K,1.96%,68.51B,4.92K,필수소비재
CSA 코스믹,083660,1.14K,-1.56%,67.96B,29.65K,필수소비재
푸드나무,290720,5.53K,3.56%,67.03B,46.90K,필수소비재
네오크레마,311390,6.27K,2.28%,66.76B,40.65K,필수소비재
동우팜투테이블,088910,2.58K,0.58%,65.98B,91.49K,필수소비재
인산가,277410,1.69K,0.65%,64.20B,110.01K,필수소비재
대주산업,003310,1.74K,0.12%,61.33B,181.61K,필수소비재
프롬바이오,377220,2.23K,3.24%,61.15B,165.19K,필수소비재
휴엠앤씨,263920,1.10K,0.00%,54.10B,22.14K,필수소비재
아우딘퓨쳐스,227610,1.70K,0.12%,53.45B,35.04K,필수소비재
팜스빌,318010,6.81K,-0.44%,52.86B,4.39K,필수소비재
바른손,018700,1.56K,1.90%,52.67B,23.37K,필수소비재
체리부로,066360,1.06K,1.64%,49.82B,151.26K,필수소비재
컬러레이,900310,773.00,1.31%,48.86B,172.85K,필수소비재
마니커에프앤지,195500,3.05K,0.33%,48.42B,51.83K,필수소비재
한국맥널티,222980,4.58K,4.45%,48.12B,200.55K,필수소비재
리더스코스메틱,016100,2.58K,0.19%,47.12B,285.54K,필수소비재
푸드웰,005670,4.66K,0.00%,43.89B,10.00K,필수소비재
휴럼,353190,1.07K,0.38%,41.98B,74.38K,필수소비재
비피도,238200,5.27K,2.93%,41.88B,26.77K,필수소비재
큐로홀딩스,051780,310.00,0.65%,41.82B,172.16K,필수소비재
비엘팜텍,065170,470.00,2.62%,40.75B,325.68K,필수소비재
케이씨피드,025880,2.48K,-0.40%,39.30B,34.90K,필수소비재
보령메디앙스,014100,3.27K,-0.76%,37.24B,31.23K,필수소비재
세화피앤씨,252500,906.00,3.19%,36.43B,542.50K,필수소비재
신라에스지,025870,8.28K,-2.01%,34.54B,28.09K,필수소비재
TS트릴리온,317240,356.00,0.00%,34.22B,0.00,필수소비재
씨엑스아이,900120,115.00,0.00%,33.15B,1.65M,필수소비재
바이온,032980,805.00,4.01%,31.35B,275.04K,필수소비재
케이바이오,038530,277.00,2.21%,31.30B,392.12K,필수소비재
코스나인,082660,351.00,4.78%,29.02B,7.73M,필수소비재
서울리거,043710,548.00,-3.35%,28.46B,89.70K,필수소비재
아시아종묘,154030,2.52K,1.00%,27.80B,14.90K,필수소비재
이노진,344860,2.29K,-0.22%,27.67B,14.48K,필수소비재
글로본,019660,792.00,-0.13%,27.59B,64.54K,필수소비재
한탑,002680,871.00,-1.36%,27.39B,164.96K,필수소비재
오가닉티코스메틱,900300,107.00,0.00%,26.24B,116.42M,필수소비재
위니아에이드,377460,1.69K,0.00%,26.03B,0.00,필수소비재
제닉,123330,3.32K,-0.15%,22.80B,9.38K,필수소비재
대산F&B,065150,145.00,0.00%,18.11B,0.00,필수소비재
에스디생명공학,217480,351.00,0.00%,14.87B,0.00,필수소비재
HLB,028300,97.30K,4.40%,12.17T,1.46M,헬스케어
알테오젠,196170,176.20K,9.58%,8.52T,1.27M,헬스케어
셀트리온제약,068760,91.90K,4.67%,3.64T,127.33K,헬스케어
클래시스,214150,38.95K,2.50%,2.40T,493.85K,헬스케어
휴젤,145020,199.90K,0.30%,2.18T,36.71K,헬스케어
삼천당제약,000250,103.90K,8.91%,2.17T,1.72M,헬스케어
에이치엘비생명과학,067630,16.68K,2.52%,1.74T,554.10K,헬스케어
레고켐바이오,141080,62.10K,5.61%,1.65T,429.77K,헬스케어
에스티팜,237690,83.30K,2.97%,1.53T,99.74K,헬스케어
루닛,328130,50.70K,1.00%,1.44T,229.87K,헬스케어
파마리서치,214450,126.10K,-1.48%,1.31T,246.09K,헬스케어
오스코텍,039200,28.75K,0.88%,1.09T,243.55K,헬스케어
메지온,140410,36.65K,0.41%,1.08T,72.48K,헬스케어
에이비엘바이오,298380,22.70K,5.58%,1.03T,371.00K,헬스케어
케어젠,214370,20.45K,2.00%,985.14B,68.98K,헬스케어
HK이노엔,195940,36.50K,5.64%,978.80B,170.84K,헬스케어
원텍,336570,11.19K,1.54%,971.63B,1.69M,헬스케어
씨젠,096530,21.50K,2.38%,966.93B,149.96K,헬스케어
HLB테라퓨틱스,115450,12.42K,0.89%,923.81B,1.16M,헬스케어
차바이오텍,085660,16.90K,3.68%,917.93B,414.18K,헬스케어
제이시스메디칼,287410,11.79K,0.77%,882.54B,4.57M,헬스케어
메디톡스,086900,132.50K,3.43%,862.14B,29.10K,헬스케어
코오롱티슈진,950160,10.68K,0.38%,790.29B,153.47K,헬스케어
바이오니아,064550,27.35K,0.92%,699.46B,68.13K,헬스케어
동국제약,086450,16.24K,3.24%,691.53B,94.60K,헬스케어
네이처셀,007390,8.79K,0.23%,562.66B,305.40K,헬스케어
비올,335890,9.87K,1.75%,560.11B,1.63M,헬스케어
지씨셀,144510,36.65K,2.52%,537.06B,23.07K,헬스케어
지노믹트리,228760,22.60K,2.96%,518.72B,234.24K,헬스케어
보로노이,310210,30.10K,2.03%,510.36B,77.65K,헬스케어
아이센스,099190,18.83K,3.12%,502.31B,138.96K,헬스케어
티앤엘,340570,60.40K,-1.15%,493.20B,115.15K,헬스케어
툴젠,199800,60.70K,2.71%,468.53B,39.28K,헬스케어
신라젠,215600,4.51K,-0.11%,464.11B,429.13K,헬스케어
유바이오로직스,206650,12.66K,0.88%,457.51B,311.17K,헬스케어
펩트론,087010,26.80K,20.99%,456.88B,1.61M,헬스케어
엘앤씨바이오,290650,20.30K,1.00%,455.97B,57.74K,헬스케어
바텍,043150,29.80K,1.36%,436.72B,10.54K,헬스케어
에이치엘비제약,047920,31.45K,1.78%,433.91B,384.71K,헬스케어
PHC,057880,1.74K,0.00%,414.62B,0.00,헬스케어
한국비엔씨,256840,6.36K,4.43%,404.16B,1.89M,헬스케어
휴온스,243070,33.85K,0.89%,398.36B,15.06K,헬스케어
바이넥스,053030,14.69K,17.43%,386.87B,2.58M,헬스케어
박셀바이오,323990,16.79K,2.25%,377.55B,87.32K,헬스케어
아미코젠,092040,7.31K,6.56%,374.76B,1.09M,헬스케어
바이오플러스,099430,6.50K,1.40%,366.57B,90.71K,헬스케어
인바디,041830,27.55K,1.47%,353.68B,16.01K,헬스케어
제이브이엠,054950,30.65K,1.16%,348.99B,155.63K,헬스케어
에스바이오메딕스,304360,39.00K,30.00%,341.97B,2.13M,헬스케어
휴메딕스,200670,33.50K,1.82%,341.49B,159.88K,헬스케어
메드팩토,235980,9.65K,-3.21%,334.80B,675.25K,헬스케어
바디텍메드,206640,15.17K,2.15%,326.24B,73.38K,헬스케어
HLB바이오스텝,278650,3.85K,3.63%,318.25B,606.98K,헬스케어
인터로조,119610,24.90K,0.00%,311.49B,0.00,헬스케어
디오,039840,21.00K,1.20%,301.38B,22.25K,헬스케어
에이프릴바이오,397030,14.70K,6.37%,298.82B,259.30K,헬스케어
싸이토젠,217330,12.73K,-4.00%,296.53B,58.92K,헬스케어
제넥신,095700,7.15K,1.56%,291.81B,65.52K,헬스케어
코미팜,041960,4.12K,-0.36%,289.73B,79.48K,헬스케어
CMG제약,058820,2.10K,1.94%,286.12B,431.80K,헬스케어
국전약품,307750,5.60K,2.56%,267.92B,76.26K,헬스케어
코아스템,166480,12.70K,3.25%,263.34B,905.35K,헬스케어
휴온스,084110,21.15K,-0.24%,259.66B,17.76K,헬스케어
제테마,216080,14.51K,0.21%,258.59B,56.73K,헬스케어
뷰웍스,100120,27.30K,-0.73%,252.50B,8.58K,헬스케어
코오롱생명과학,102940,22.20K,1.37%,249.93B,8.74K,헬스케어
프레스티지바이오로직스,334970,4.15K,1.97%,249.24B,65.72K,헬스케어
바이오다인,314930,8.63K,4.10%,246.74B,37.61K,헬스케어
셀리버리,268600,6.68K,0.00%,245.77B,0.00,헬스케어
크리스탈지노믹스,083790,3.17K,0.80%,240.39B,51.63K,헬스케어
지티지웰니스,219750,2.85K,0.00%,239.58B,0.00,헬스케어
앱클론,174900,15.21K,5.26%,237.32B,125.05K,헬스케어
인트로메딕,150840,5.84K,0.00%,230.72B,0.00,헬스케어
 올릭스,226950,14.74K,5.74%,230.38B,38.29K,헬스케어
엠아이텍,179290,7.17K,1.85%,227.84B,102.54K,헬스케어
휴마시스,205470,1.80K,0.45%,227.71B,759.38K,헬스케어
큐라클,365270,17.01K,3.72%,227.23B,466.06K,헬스케어
인트론바이오,048530,6.97K,1.90%,227.03B,85.17K,헬스케어
메디포스트,078160,6.70K,0.90%,226.42B,33.87K,헬스케어
시너지이노베이션,048870,2.84K,4.22%,225.38B,171.84K,헬스케어
이수앱지스,086890,6.71K,3.71%,224.96B,174.10K,헬스케어
엑세스바이오,950130,6.55K,2.66%,215.72B,95.29K,헬스케어
레이,228670,13.99K,1.30%,211.07B,84.82K,헬스케어
한국파마,032300,18.80K,2.79%,199.48B,30.85K,헬스케어
마크로젠,038290,19.75K,2.07%,193.09B,33.98K,헬스케어
퓨쳐켐,220100,9.77K,12.17%,192.46B,312.87K,헬스케어
랩지노믹스,084650,2.68K,4.28%,190.80B,701.53K,헬스케어
씨티씨바이오,060590,7.99K,1.27%,188.64B,41.56K,헬스케어
엘앤케이바이오,156100,8.92K,-1.87%,181.22B,93.88K,헬스케어
녹십자웰빙,234690,10.18K,0.00%,180.72B,56.47K,헬스케어
동구바이오제약,006620,6.85K,4.90%,180.28B,890.00K,헬스케어
파로스아이바이오,388870,14.31K,4.38%,177.12B,218.63K,헬스케어
파나진,046210,4.45K,3.49%,176.36B,188.15K,헬스케어
테고사이언스,191420,21.40K,-2.28%,175.34B,21.36K,헬스케어
한스바이오메드,042520,13.46K,0.22%,174.42B,21.61K,헬스케어
엔케이맥스,182400,2.02K,0.00%,172.74B,0.00,헬스케어
나이벡,138610,17.44K,3.44%,172.49B,37.74K,헬스케어
티앤알바이오팹,246710,7.98K,1.40%,169.39B,13.75K,헬스케어
티움바이오,321550,6.80K,4.29%,167.32B,109.10K,헬스케어
경동제약,011040,6.25K,1.46%,167.14B,25.61K,헬스케어
대화제약,067080,10.20K,8.05%,165.36B,4.11M,헬스케어
대한약품,023910,28.10K,0.54%,164.35B,11.76K,헬스케어
코어라인소프트,384470,13.85K,9.14%,162.33B,460.08K,헬스케어
엔지켐생명과학,183490,1.76K,1.85%,146.99B,271.93K,헬스케어
바이오솔루션,086820,17.72K,-1.66%,144.59B,64.11K,헬스케어
비보존 헬스케어,082800,2.92K,-1.35%,139.73B,100.63K,헬스케어
브릿지바이오테라퓨틱스,288330,5.05K,-13.38%,138.56B,486.55K,헬스케어
안트로젠,065660,14.30K,1.27%,137.41B,24.14K,헬스케어
휴비츠,065510,12.70K,1.20%,136.52B,64.59K,헬스케어
큐리언트,115180,4.50K,2.27%,133.92B,72.26K,헬스케어
덴티스,261200,8.90K,1.60%,133.83B,28.00K,헬스케어
레이언스,228850,8.45K,0.36%,132.50B,7.50K,헬스케어
에이비온,203400,6.06K,1.17%,131.94B,216.62K,헬스케어
하이로닉,149980,8.27K,3.63%,131.42B,238.11K,헬스케어
아미노로직스,074430,1.50K,0.67%,130.42B,171.90K,헬스케어
DXVX,180400,4.41K,2.20%,130.39B,40.98K,헬스케어
압타바이오,293780,5.99K,2.74%,130.00B,42.05K,헬스케어
강스템바이오텍,217730,2.65K,14.72%,129.22B,2.27M,헬스케어
CJ 바이오사이언스,311690,14.36K,4.06%,125.75B,11.46K,헬스케어
인피니트헬스케어,071200,5.21K,1.17%,125.54B,26.31K,헬스케어
이루다,164060,6.48K,5.71%,124.96B,562.30K,헬스케어
코렌텍,104540,9.70K,0.00%,123.75B,22.93K,헬스케어
테라젠이텍스,066700,3.90K,1.43%,122.90B,65.17K,헬스케어
바이오에프디엔씨,251120,13.74K,-1.86%,121.74B,10.90K,헬스케어
차백신연구소,261780,4.98K,10.30%,120.70B,9.49M,헬스케어
셀바스헬스케어,208370,4.77K,3.36%,118.41B,100.41K,헬스케어
세운메디칼,100700,2.71K,1.69%,115.15B,21.57K,헬스케어
솔본,035610,4.54K,1.57%,114.73B,42.36K,헬스케어
메디아나,041920,6.23K,1.14%,114.33B,36.23K,헬스케어
마이크로디지탈,305090,7.42K,3.92%,111.65B,110.29K,헬스케어
이노시스,056090,1.18K,0.00%,110.70B,0.00,헬스케어
대한뉴팜,054670,7.87K,-0.13%,110.60B,20.69K,헬스케어
대봉엘에스,078140,9.95K,2.37%,107.76B,88.38K,헬스케어
디알젬,263690,9.82K,0.61%,107.52B,6.67K,헬스케어
이오플로우,294090,3.56K,0.85%,107.22B,172.90K,헬스케어
하이텍팜,106190,10.23K,2.51%,106.12B,34.97K,헬스케어
지놈앤컴퍼니,314130,7.05K,2.17%,103.32B,33.83K,헬스케어
화일약품,061250,1.59K,0.63%,102.72B,37.99K,헬스케어
중앙백신,072020,10.58K,-0.19%,102.38B,18.00K,헬스케어
위더스제약,330350,7.86K,3.42%,100.34B,32.35K,헬스케어
피제이전자,006140,6.64K,0.30%,99.30B,63.55K,헬스케어
에스텍파마,041910,8.73K,3.93%,98.11B,70.71K,헬스케어
씨엔알리서치,359090,1.66K,-5.57%,96.55B,8.67M,헬스케어
삼아제약,009300,15.75K,-0.19%,96.31B,34.98K,헬스케어
옵티팜,153710,6.43K,-1.68%,95.94B,40.95K,헬스케어
메타바이오메드,059210,4.31K,2.74%,95.94B,202.10K,헬스케어
옵투스제약,131030,6.20K,6.71%,93.85B,1.85M,헬스케어
레이저옵텍,199550,8.43K,4.07%,92.28B,81.38K,헬스케어
비엘,142760,2.94K,6.32%,90.68B,472.13K,헬스케어
소마젠,950200,4.72K,1.61%,89.45B,14.59K,헬스케어
바이젠셀,308080,4.65K,0.00%,89.12B,22.32K,헬스케어
파멥신,208340,2.92K,0.00%,88.01B,0.00,헬스케어
JW신약,067290,1.82K,5.93%,87.19B,412.85K,헬스케어
수젠텍,253840,5.72K,0.35%,87.03B,37.63K,헬스케어
지엘팜텍,204840,1.17K,3.63%,86.67B,175.66K,헬스케어
오스테오닉,226400,4.46K,2.29%,86.34B,85.37K,헬스케어
고려제약,014570,6.61K,1.23%,86.10B,12.52K,헬스케어
바이오톡스텍,086040,5.49K,2.04%,85.69B,43.67K,헬스케어
리메드,302550,2.81K,0.90%,85.48B,35.49K,헬스케어
아이진,185490,3.19K,0.79%,85.41B,28.41K,헬스케어
엔젠바이오,354200,7.01K,5.89%,85.33B,502.82K,헬스케어
디알텍,214680,3.10K,3.85%,85.29B,457.62K,헬스케어
애니젠,196300,14.39K,0.28%,85.20B,21.27K,헬스케어
나노엔텍,039860,3.25K,2.37%,84.98B,58.34K,헬스케어
안국약품,001540,7.59K,2.02%,84.56B,8.14K,헬스케어
신신제약,002800,5.59K,0.90%,84.04B,139.37K,헬스케어
녹십자엠에스,142280,4.01K,0.88%,83.98B,11.41K,헬스케어
제노레이,122310,6.14K,0.82%,83.17B,26.49K,헬스케어
알피바이오,314140,9.61K,1.16%,82.33B,10.32K,헬스케어
J2KBio,420570,13.59K,-5.69%,80.32B,435.34K,헬스케어
노을,376930,2.21K,2.55%,79.62B,188.13K,헬스케어
유틸렉스,263050,2.19K,1.39%,79.58B,100.21K,헬스케어
쎌바이오텍,049960,11.69K,0.78%,79.39B,16.16K,헬스케어
신일제약,012790,6.93K,1.32%,77.81B,16.89K,헬스케어
셀루메드,049180,1.67K,3.22%,77.72B,58.00K,헬스케어
DT CRO,383930,6.43K,5.41%,77.66B,290.29K,헬스케어
알리코제약,260660,5.04K,0.00%,77.25B,10.89K,헬스케어
아스타,246720,5.83K,0.17%,76.85B,7.69K,헬스케어
서린바이오,038070,8.70K,1.52%,73.37B,21.66K,헬스케어
에이프로젠 H&G,109960,651.00,2.52%,72.46B,306.34K,헬스케어
제놀루션,225220,3.82K,1.33%,72.35B,72.56K,헬스케어
에이디엠코리아,187660,3.47K,4.05%,70.55B,268.77K,헬스케어
카이노스메드,284620,2.82K,15.10%,68.41B,483.78K,헬스케어
피씨엘,241820,1.26K,1.20%,67.28B,106.70K,헬스케어
미코바이오메드,214610,1.61K,6.08%,65.95B,787.67K,헬스케어
원익,032940,3.64K,2.39%,64.68B,16.11K,헬스케어
이글벳,044960,5.14K,0.98%,64.35B,36.32K,헬스케어
얼라인드,238120,4.46K,0.45%,63.84B,147.22K,헬스케어
원바이오젠,307280,1.79K,1.59%,62.40B,65.42K,헬스케어
팬젠,222110,5.78K,0.00%,61.72B,2.60K,헬스케어
드림씨아이에스,223250,2.73K,2.06%,61.55B,100.27K,헬스케어
클리노믹스,352770,1.82K,0.05%,59.74B,332.86K,헬스케어
이노테라피,246960,8.15K,0.87%,58.81B,5.82K,헬스케어
진양제약,007370,5.45K,0.74%,58.39B,8.98K,헬스케어
지니너스,389030,1.75K,0.87%,57.57B,72.68K,헬스케어
이원다이애그노믹스,245620,415.00,0.00%,57.39B,0.00,헬스케어
피플바이오,304840,2.71K,0.37%,56.79B,36.75K,헬스케어
제일바이오,052670,2.08K,0.00%,56.18B,0.00,헬스케어
퀀타매트릭스,317690,3.50K,3.09%,56.14B,17.45K,헬스케어
일신바이오,068330,1.34K,1.28%,55.35B,28.76K,헬스케어
WSI,299170,1.86K,1.25%,55.13B,46.72K,헬스케어
샤페론,378800,2.33K,0.43%,53.64B,308.03K,헬스케어
디엔에이링크,127120,2.82K,-0.35%,52.88B,19.84K,헬스케어
에스씨엠생명과학,298060,2.60K,1.17%,52.50B,25.86K,헬스케어
셀리드,299660,3.88K,1.70%,51.96B,42.99K,헬스케어
비씨월드제약,200780,6.19K,1.81%,51.31B,20.71K,헬스케어
진매트릭스,109820,2.52K,0.80%,50.98B,33.01K,헬스케어
프리시젼바이오,335810,4.50K,4.41%,50.00B,12.79K,헬스케어
조아제약,034940,1.61K,1.13%,49.38B,61.55K,헬스케어
진시스템,363250,7.04K,1.88%,48.27B,39.31K,헬스케어
플라즈맵,405000,2.42K,3.63%,47.35B,51.71K,헬스케어
네오펙트,290660,1.20K,1.44%,45.72B,43.47K,헬스케어
압타머사이언스,291650,2.75K,2.62%,45.42B,14.97K,헬스케어
U2Bio,221800,3.93K,0.13%,44.30B,35.51K,헬스케어
대한과학,131220,5.96K,0.68%,44.12B,6.00K,헬스케어
젠큐릭스,229000,3.10K,2.14%,43.76B,62.85K,헬스케어
경남제약,053950,1.23K,3.71%,42.21B,365.69K,헬스케어
멕아이씨에스,058110,2.77K,2.78%,42.04B,63.84K,헬스케어
한국유니온제약,080720,5.68K,1.79%,40.32B,8.87K,헬스케어
대성미생물,036480,10.40K,0.58%,39.29B,13.45K,헬스케어
서울제약,018680,3.34K,0.75%,38.65B,6.97K,헬스케어
그린생명과학,114450,1.88K,-1.47%,38.16B,21.21K,헬스케어
Protia,303360,2.81K,1.99%,35.54B,4.65K,헬스케어
씨유메디칼,115480,742.00,3.06%,34.65B,99.19K,헬스케어
진바이오텍,086060,3.93K,0.90%,33.54B,38.23K,헬스케어
에스엘에스바이오,246250,4.97K,1.22%,33.53B,6.71K,헬스케어
우진비앤지,018620,1.10K,0.46%,31.60B,38.42K,헬스케어
블레이드 Ent,044480,927.00,0.76%,31.55B,127.99K,헬스케어
셀레믹스,331920,3.75K,0.54%,30.45B,3.61K,헬스케어
솔고바이오,043100,435.00,2.84%,28.66B,237.22K,헬스케어
네오이뮨텍,950220,1.41K,3.07%,27.05B,296.29K,헬스케어
세종메디칼,258830,412.00,0.00%,22.80B,0.00,헬스케어
우정바이오,215380,1.67K,1.71%,22.40B,38.83K,헬스케어
애드바이오텍,179530,2.40K,-0.62%,22.07B,38.33K,헬스케어
올리패스,244460,497.00,3.54%,16.53B,207.34K,헬스케어
