Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
007770.KQ,KR7007770001,한일화학,KOSDAQ,우량기업부,13400,2,-130,-0.96,13600,13650,13390,5728,77163910,47034000000,3510000,KSQ
089150.KQ,KR7089150007,케이씨티,KOSDAQ,중견기업부,2725,1,25,0.93,2700,2725,2680,12930,34972125,46733750000,17150000,KSQ
092600.KQ,KR7092600006,앤씨앤,KOSDAQ,벤처기업부,1863,1,23,1.25,1939,1939,1860,213758,401146118,46730592171,25083517,KSQ
016100.KQ,KR7016100000,리더스코스메틱,KOSDAQ,중견기업부,2445,1,370,17.83,2130,2575,2100,1806212,4363306530,46701685830,19100894,KSQ
289010.KQ,KR7289010001,아이스크림에듀,KOSDAQ,중견기업부,3630,1,45,1.26,3600,3645,3600,20113,72908825,46696454310,12864037,KSQ
101240.KQ,KR7101240000,씨큐브,KOSDAQ,벤처기업부,4600,2,-40,-0.86,4630,4665,4555,57039,261836545,46635646400,10138184,KSQ
005670.KQ,KR7005670005,푸드웰,KOSDAQ,우량기업부,4660,2,-20,-0.43,4680,4680,4650,5629,26245935,46600000000,10000000,KSQ
072950.KQ,KR7072950009,빛샘전자,KOSDAQ,벤처기업부,5780,1,230,4.14,5690,5850,5610,342498,1971345540,46544085800,8052610,KSQ
362990.KQ,KR7362990004,드림인사이트,KOSDAQ,벤처기업부,2820,1,5,0.18,2790,2830,2770,158828,444757745,46507344120,16491966,KSQ
203450.KQ,KR7203450002,유니온커뮤니티,KOSDAQ,벤처기업부,3285,1,15,0.46,3220,3310,3205,27137,88194525,46249537995,14079007,KSQ
065060.KQ,KR7065060006,지엔코,KOSDAQ,중견기업부,428,3,0,0.0,428,429,414,165589,69507630,46227442832,108008044,KSQ
065500.KQ,KR7065500001,오리엔트정공,KOSDAQ,중견기업부,1455,1,69,4.98,1386,1478,1328,677846,938621580,46185936960,31742912,KSQ
290120.KQ,KR7290120005,DH오토리드,KOSDAQ,우량기업부,2965,2,-35,-1.17,3000,3000,2900,11995,35428955,46002384170,15515138,KSQ
153460.KQ,KR7153460001,네이블,KOSDAQ,벤처기업부,7040,2,-30,-0.42,7000,7070,6880,882,6143930,45971298560,6530014,KSQ
036690.KQ,KR7036690006,코맥스,KOSDAQ,관리종목(소속부없음),2885,0,0,0.0,0,0,0,0,0,45885746130,15904938,KSQ
221800.KQ,KR7221800006,유투바이오,KOSDAQ,기술성장기업부,4065,1,325,8.69,3735,4400,3735,493500,2045347990,45882451740,11287196,KSQ
080720.KQ,KR7080720006,한국유니온제약,KOSDAQ,벤처기업부,5800,1,160,2.84,5770,5800,5590,40571,232349970,45877008200,7909829,KSQ
406820.KQ,KR7406820001,뷰티스킨,KOSDAQ,중견기업부,12980,2,-30,-0.23,12840,13500,12800,9664,124693360,45871839200,3534040,KSQ
002420.KS,KR7002420008,세기상사,KOSPI,,8250,1,600,7.84,7640,8400,7270,344885,2725445260,45860496000,5558848,STK
193250.KQ,KR7193250008,와이제이엠게임즈,KOSDAQ,중견기업부,723,2,-4,-0.55,733,734,720,24930,18058430,45782801571,63323377,KSQ
448740.KQ,KR7448740001,삼성스팩8호,KOSDAQ,SPAC(소속부없음),9800,1,10,0.1,9810,9820,9760,8864,86778300,45707200000,4664000,KSQ
037760.KQ,KR7037760006,쎄니트,KOSDAQ,우량기업부,1349,1,11,0.82,1337,1349,1328,14461,19351717,45640610429,33832921,KSQ
023150.KS,KR7023150006,MH에탄올,KOSPI,,6170,1,40,0.65,6100,6210,6100,2659,16363080,45525505420,7378526,STK
072130.KS,KR7072130008,유엔젤,KOSPI,,3450,1,40,1.17,3400,3465,3390,27138,93003255,45524316300,13195454,STK
006570.KS,KR7006570006,대림통상,KOSPI,,2990,1,50,1.7,2930,3010,2915,1166,3462485,45522750000,15225000,STK
035620.KQ,KR7035620004,바른손이앤에이,KOSDAQ,중견기업부,610,1,3,0.49,602,613,602,51476,31346240,45408201750,74439675,KSQ
012280.KS,KR7012280004,영화금속,KOSPI,,875,1,9,1.04,867,879,863,78276,68325842,45206441875,51664505,STK
085910.KQ,KR7085910008,네오티스,KOSDAQ,중견기업부,3240,2,-10,-0.31,3255,3285,3240,27932,90850820,45148810320,13934818,KSQ
332370.KQ,KR7332370006,아이디피,KOSDAQ,벤처기업부,3400,3,0,0.0,3445,3490,3400,10829,37221150,45130668400,13273726,KSQ
187270.KQ,KR7187270004,신화콘텍,KOSDAQ,벤처기업부,4445,1,85,1.95,4400,4540,4385,108491,485060080,45089391025,10143845,KSQ
021040.KQ,KR7021040001,대호특수강,KOSDAQ,중견기업부,4150,1,15,0.36,4130,4155,4125,2152,8917955,45037406050,10852387,KSQ
038950.KQ,KR7038950002,파인디지털,KOSDAQ,중견기업부,4400,1,95,2.21,4285,4400,4280,10885,47002980,44927366000,10210765,KSQ
054300.KQ,KR7054300009,팬스타엔터프라이즈,KOSDAQ,벤처기업부,668,1,17,2.61,651,668,650,84488,55686041,44746577860,66985895,KSQ
229000.KQ,KR7229000005,젠큐릭스,KOSDAQ,기술성장기업부,3100,2,-70,-2.21,3200,3210,3070,62233,193622730,44699681200,14419252,KSQ
356890.KQ,KR7356890004,싸이버원,KOSDAQ,벤처기업부,9350,0,0,0.0,0,0,0,0,0,44567055500,4766530,KSQ
297570.KQ,KR7297570004,알로이스,KOSDAQ,벤처기업부,1286,2,-9,-0.69,1294,1320,1285,110303,142982664,44522886348,34621218,KSQ
032960.KQ,KR7032960007,동일기연,KOSDAQ,중견기업부,11670,2,-170,-1.44,11950,11980,11500,35261,412546600,44421726630,3806489,KSQ
046310.KQ,KR7046310009,백금T&A,KOSDAQ,중견기업부,2705,1,20,0.74,2680,2725,2675,72192,194932450,44412423905,16418641,KSQ
148780.KQ,KR7148780000,비플라이소프트,KOSDAQ,기술성장기업부,1411,1,51,3.75,1363,1436,1350,189415,264334164,44369917975,31445725,KSQ
247660.KQ,KR7247660004,나노씨엠에스,KOSDAQ,기술성장기업부,10180,1,370,3.77,9810,11320,9750,180527,1908569620,44221105600,4343920,KSQ
131220.KQ,KR7131220006,대한과학,KOSDAQ,벤처기업부,5930,2,-90,-1.5,6000,6060,5910,32004,190503500,44205125700,7454490,KSQ
290270.KQ,KR7290270008,휴네시온,KOSDAQ,벤처기업부,4600,2,-120,-2.54,4735,4755,4600,25662,119872880,44195291200,9607672,KSQ
291650.KQ,KR7291650000,압타머사이언스,KOSDAQ,기술성장기업부,2600,2,-280,-9.72,2885,2895,2600,189744,523640335,44148655200,16980252,KSQ
024940.KQ,KR7024940009,PN풍년,KOSDAQ,벤처기업부,4405,2,-70,-1.56,4450,4515,4340,126365,558408170,44050000000,10000000,KSQ
187220.KQ,KR7187220009,디티앤씨,KOSDAQ,벤처기업부,3760,2,-65,-1.7,3820,3890,3760,46591,177804220,43984558960,11698021,KSQ
368970.KQ,KR7368970000,오에스피,KOSDAQ,벤처기업부,4690,2,-120,-2.49,4800,4825,4655,37476,175784450,43833490400,9346160,KSQ
020180.KQ,KR7020180006,대신정보통신,KOSDAQ,중견기업부,1140,1,12,1.06,1121,1147,1104,537958,604686743,43808963100,38428915,KSQ
002290.KQ,KR7002290005,삼일기업공사,KOSDAQ,중견기업부,3530,1,105,3.07,3425,3625,3420,175018,614722785,43772000000,12400000,KSQ
221840.KQ,KR7221840002,하이즈항공,KOSDAQ,중견기업부,2340,1,15,0.65,2320,2360,2305,3559,8315055,43759312740,18700561,KSQ
005820.KS,KR7005820006,원림,KOSPI,,19030,2,-160,-0.83,19190,19370,19000,1907,36400560,43730369100,2297970,STK
010770.KS,KR7010770006,평화홀딩스,KOSPI,,2990,2,-5,-0.17,2975,3010,2965,11740,35086870,43730143340,14625466,STK
019770.KQ,KR7019770007,서연탑메탈,KOSDAQ,우량기업부,3750,1,55,1.49,3695,3750,3670,27512,102116405,43687500000,11650000,KSQ
053950.KQ,KR7053950002,경남제약,KOSDAQ,중견기업부,1227,1,8,0.66,1210,1234,1208,192791,235707914,43673104254,35593402,KSQ
127710.KQ,KR7127710002,아시아경제,KOSDAQ,중견기업부,1248,2,-10,-0.79,1260,1295,1248,17875,22590279,43560294336,34904082,KSQ
189860.KQ,KR7189860000,서전기전,KOSDAQ,벤처기업부,4490,1,215,5.03,4295,4995,4295,796468,3726853935,43547522200,9698780,KSQ
013000.KS,KR7013000005,세우글로벌,KOSPI,,1513,1,108,7.69,1405,1679,1401,1121201,1749309661,43430711903,28705031,STK
006200.KS,KR7006200000,한국전자홀딩스,KOSPI,,927,2,-11,-1.17,949,949,926,135324,126120733,43386507072,46803136,STK
312610.KQ,KR7312610009,에이에프더블류,KOSDAQ,중견기업부,2140,1,10,0.47,2135,2170,2100,5195,11135705,43349740320,20256888,KSQ
119500.KQ,KR7119500007,포메탈,KOSDAQ,중견기업부,3655,2,-45,-1.22,3730,3730,3570,326515,1189438620,43301632960,11847232,KSQ
036000.KQ,KR7036000008,예림당,KOSDAQ,중견기업부,1871,2,-47,-2.45,1929,1929,1870,15865,30102137,43097132267,23034277,KSQ
197140.KQ,KR7197140007,디지캡,KOSDAQ,벤처기업부,4480,1,90,2.05,4370,4480,4290,11694,51346120,42993905920,9596854,KSQ
045340.KQ,KR7045340007,토탈소프트,KOSDAQ,벤처기업부,5020,1,165,3.4,4850,5030,4775,165267,815404220,42961360800,8558040,KSQ
058110.KQ,KR7058110008,멕아이씨에스,KOSDAQ,기술성장기업부,2670,2,-215,-7.45,2850,2885,2615,380222,1047311070,42854915100,16050530,KSQ
001465.KS,KR7001461003,BYC우,KOSPI,,198900,0,0,0.0,0,0,0,0,0,42840076500,215385,STK
045520.KQ,KR7045520004,크린앤사이언스,KOSDAQ,중견기업부,6570,3,0,0.0,6570,6660,6480,13074,86050570,42705000000,6500000,KSQ
089230.KQ,KR7089230007,THE E&M,KOSDAQ,중견기업부,2125,3,0,0.0,2125,2170,2075,37441,79040660,42554965250,20025866,KSQ
238200.KQ,KR7238200000,비피도,KOSDAQ,기술성장기업부,5200,1,60,1.17,5140,5210,5090,20562,106108610,42536000000,8180000,KSQ
184230.KQ,KR7184230001,SGA솔루션즈,KOSDAQ,벤처기업부,709,1,16,2.31,690,742,690,220227,157903963,42470169881,59901509,KSQ
031510.KQ,KR7031510001,오스템,KOSDAQ,중견기업부,1515,2,-15,-0.98,1528,1537,1515,48039,73069533,42420000000,28000000,KSQ
435620.KQ,KR7435620000,하나금융25호스팩,KOSDAQ,SPAC(소속부없음),9860,1,90,0.92,9820,9910,9700,58062,571405930,42417720000,4302000,KSQ
040160.KQ,KR7040160004,누리플렉스,KOSDAQ,우량기업부,3510,1,45,1.3,3465,3520,3425,47049,163115150,42314927850,12055535,KSQ
006125.KS,KR7006121008,SK디스커버리우,KOSPI,,31100,2,-200,-0.64,31400,31550,30900,2089,65130850,42247950500,1358455,STK
021650.KQ,KR7021650007,한국큐빅,KOSDAQ,중견기업부,2580,2,-15,-0.58,2595,2615,2580,20931,54223340,42184452540,16350563,KSQ
067010.KQ,KR7067010009,이씨에스,KOSDAQ,벤처기업부,3425,1,25,0.74,3400,3450,3385,29508,100222445,42106950000,12294000,KSQ
083470.KQ,KR7083470005,이엠앤아이,KOSDAQ,중견기업부,1970,1,10,0.51,1979,2000,1913,132489,257511791,42040448130,21340329,KSQ
357880.KQ,KR7357880004,비트나인,KOSDAQ,기술성장기업부,4025,2,-25,-0.62,4045,4075,3970,57606,231023530,42036922900,10443956,KSQ
131090.KQ,KR7131090003,시큐브,KOSDAQ,벤처기업부,951,2,-3,-0.31,949,956,948,36924,35105963,41844000000,44000000,KSQ
045510.KQ,KR7045510005,정원엔시스,KOSDAQ,중견기업부,1298,1,30,2.37,1268,1304,1268,17878,23016977,41807661016,32209292,KSQ
286750.KQ,KR7286750005,나노브릭,KOSDAQ,기술성장기업부,2020,1,20,1.0,2000,2065,1980,83542,167859960,41803009180,20694559,KSQ
065170.KQ,KR7065170003,비엘팜텍,KOSDAQ,중견기업부,469,1,1,0.21,458,475,457,77050,36122092,41727192171,88970559,KSQ
219550.KQ,KR7219550001,디와이디,KOSDAQ,중견기업부,798,3,0,0.0,830,893,776,2700552,2228691123,41724583110,52286445,KSQ
331520.KQ,KR7331520007,밸로프,KOSDAQ,중견기업부,820,2,-19,-2.26,835,844,805,63824,52512234,41708799800,50864390,KSQ
025880.KQ,KR7025880006,케이씨피드,KOSDAQ,중견기업부,2495,1,25,1.01,2470,2510,2460,36578,90686150,41706065710,16715858,KSQ
111870.KQ,KR7111870002,KH 전자,KOSDAQ,관리종목(소속부없음),2970,0,0,0.0,0,0,0,0,0,41572037430,13997319,KSQ
000215.KS,KR7000211003,DL우,KOSPI,,24600,2,-300,-1.2,24900,24950,24500,523,12929650,41478429000,1686115,STK
263020.KQ,KR7263020000,디케이앤디,KOSDAQ,벤처기업부,2745,1,5,0.18,2740,2805,2740,19519,53870840,41366686095,15069831,KSQ
051780.KQ,KR7051780005,큐로홀딩스,KOSDAQ,중견기업부,302,3,0,0.0,300,308,300,15740,4757159,41199579900,136422450,KSQ
353190.KQ,KR7353190002,휴럼,KOSDAQ,중견기업부,1046,1,4,0.38,1042,1049,1033,52025,54200124,41189827320,39378420,KSQ
005320.KS,KR7005320007,국동,KOSPI,,617,2,-6,-0.96,627,627,613,56414,34767053,41185180049,66750697,STK
000760.KS,KR7000760009,이화산업,KOSPI,,14700,1,40,0.27,14810,14810,14410,2455,35953540,41160000000,2800000,STK
146060.KQ,KR7146060009,율촌,KOSDAQ,중견기업부,1711,2,-9,-0.52,1724,1730,1681,78434,133864471,41090683045,24015595,KSQ
219750.KQ,KR7219750007,지티지웰니스,KOSDAQ,관리종목(소속부없음),1947,0,0,0.0,0,0,0,0,0,40962261285,21038655,KSQ
079170.KQ,KR7079170007,한창산업,KOSDAQ,벤처기업부,7860,1,20,0.26,7840,7900,7680,8131,63312870,40872000000,5200000,KSQ
143540.KQ,KR7143540003,영우디에스피,KOSDAQ,벤처기업부,916,2,-10,-1.08,926,927,905,305671,280016778,40853503820,44599895,KSQ
130500.KQ,KR7130500002,GH신소재,KOSDAQ,중견기업부,2800,1,55,2.0,2750,2810,2745,14295,39848395,40726145600,14545052,KSQ
003535.KS,KR7003531001,한화투자증권우,KOSPI,,8480,1,430,5.34,7980,8480,7980,21221,174811680,40704000000,4800000,STK
051390.KQ,KR7051390003,YW,KOSDAQ,중견기업부,3580,3,0,0.0,3580,3650,3570,13684,49376660,40652217440,11355368,KSQ
009310.KS,KR7009310004,참엔지니어링,KOSPI,,479,2,-1,-0.21,488,491,478,358546,172748898,40651493701,84867419,STK
012340.KQ,KR7012340006,뉴인텍,KOSDAQ,벤처기업부,797,1,5,0.63,820,820,789,47157,37601999,40573008114,50907162,KSQ
133820.KS,KR7133820001,화인베스틸,KOSPI,,1309,2,-7,-0.53,1349,1349,1289,76731,99567580,40351388462,30826118,STK
032750.KQ,KR7032750002,삼진,KOSDAQ,우량기업부,4990,2,-10,-0.2,4985,5020,4930,9066,45009060,40238691340,8063866,KSQ
331380.KQ,KR7331380006,포커스에이치엔에스,KOSDAQ,벤처기업부,2100,3,0,0.0,2110,2125,2090,53111,111684680,40002022200,19048582,KSQ
208710.KQ,KR7208710004,바이오로그디바이스,KOSDAQ,벤처기업부,639,1,2,0.31,632,644,632,63900,40840936,40001613426,62600334,KSQ
033250.KS,KR7033250002,체시스,KOSPI,,1250,1,27,2.21,1181,1259,1181,299255,367224046,40000000000,32000000,STK
006050.KQ,KR7006050009,국영지앤엠,KOSDAQ,중견기업부,1145,1,2,0.17,1141,1150,1119,349227,393927044,39955053235,34895243,KSQ
036480.KQ,KR7036480002,대성미생물,KOSDAQ,중견기업부,10500,2,-110,-1.04,10570,10700,10490,125986,1327586380,39900000000,3800000,KSQ
054180.KQ,KR7054180005,메디콕스,KOSDAQ,투자주의환기종목(소속부없음),697,2,-20,-2.79,717,737,695,277374,195491881,39834364096,57151168,KSQ
900110.KQ,HK0000057197,이스트아시아홀딩스,KOSDAQ,외국기업(소속부없음),92,1,1,1.1,92,92,91,1071974,98038356,39737748600,431932050,KSQ
006920.KQ,KR7006920003,모헨즈,KOSDAQ,중견기업부,3625,1,15,0.42,3600,3650,3600,29324,106005140,39585000000,10920000,KSQ
198940.KQ,KR7198940009,한주라이트메탈,KOSDAQ,중견기업부,2030,2,-25,-1.22,2050,2055,2000,39966,80517560,39454704450,19435815,KSQ
429270.KQ,KR7429270002,시지트로닉스,KOSDAQ,기술성장기업부,8750,2,-250,-2.78,9000,9070,8700,21800,191742000,39429687500,4506250,KSQ
019490.KS,KR7019490002,하이트론,KOSPI,,1426,1,65,4.78,1362,1498,1336,383543,541709603,39373605424,27611224,STK
016920.KQ,KR7016920001,카스,KOSDAQ,중견기업부,1486,2,-7,-0.47,1493,1507,1479,77732,115904098,39369397468,26493538,KSQ
313760.KQ,KR7313760001,윌링스,KOSDAQ,투자주의환기종목(소속부없음),6800,1,860,14.48,6020,7490,5290,439524,2806410500,39364390800,5788881,KSQ
290560.KQ,KR7290560002,신시웨이,KOSDAQ,벤처기업부,10830,1,20,0.19,11000,11000,10710,2688,28954250,39333217080,3631876,KSQ
003465.KS,KR7003461001,유화증권우,KOSPI,,2240,2,-50,-2.18,2290,2290,2225,182,407690,39147192000,17476425,STK
089140.KQ,KR7089140008,넥스턴바이오,KOSDAQ,벤처기업부,3775,2,-5,-0.13,3780,3845,3715,55187,207966745,39100932825,10357863,KSQ
037400.KQ,KR7037400009,우리엔터프라이즈,KOSDAQ,중견기업부,1489,1,8,0.54,1482,1504,1481,62841,93724984,39046562194,26223346,KSQ
001810.KQ,KR7001810001,무림SP,KOSDAQ,중견기업부,1762,1,1,0.06,1761,1770,1744,9926,17393769,39006275000,22137500,KSQ
018680.KQ,KR7018680009,서울제약,KOSDAQ,중견기업부,3340,2,-25,-0.74,3350,3380,3340,18086,60466050,38942125460,11659319,KSQ
114450.KQ,KR7114450000,그린생명과학,KOSDAQ,중견기업부,1945,2,-44,-2.21,2030,2030,1944,39269,76692239,38900000000,20000000,KSQ
093240.KS,KR7093240000,형지엘리트,KOSPI,,1239,2,-22,-1.74,1261,1273,1228,122030,150944308,38600794722,31154798,STK
009620.KQ,KR7009620006,삼보산업,KOSDAQ,중견기업부,768,2,-49,-6.0,818,821,765,2187155,1713660559,38442932736,50055902,KSQ
099410.KQ,KR7099410003,동방선기,KOSDAQ,중견기업부,2740,1,40,1.48,2700,2750,2655,58279,157777580,38360000000,14000000,KSQ
237750.KQ,KR7237750005,피앤씨테크,KOSDAQ,벤처기업부,5900,1,190,3.33,5770,6190,5750,812357,4895251960,38329940000,6496600,KSQ
005030.KS,KR7005030002,부산주공,KOSPI,,486,0,0,0.0,0,0,0,0,0,38288532168,78782988,STK
075130.KQ,KR7075130005,플랜티넷,KOSDAQ,벤처기업부,2290,1,10,0.44,2290,2290,2260,33187,75364875,38065112800,16622320,KSQ
065570.KQ,KR7065570004,삼영이엔씨,KOSDAQ,벤처기업부,3000,2,-5,-0.17,3060,3155,2945,104521,312564175,38048988000,12682996,KSQ
252500.KQ,KR7252500004,세화피앤씨,KOSDAQ,중견기업부,915,2,-9,-0.97,938,963,907,1525928,1433977280,37960046850,41486390,KSQ
010400.KS,KR7010400000,우진아이엔에스,KOSPI,,4980,1,410,8.97,4560,4980,4485,3770,17911595,37957560000,7622000,STK
083640.KQ,KR7083640003,인콘,KOSDAQ,벤처기업부,488,1,1,0.21,484,493,484,89207,43533827,37927531288,77720351,KSQ
014100.KQ,KR7014100002,메디앙스,KOSDAQ,중견기업부,3205,2,-35,-1.08,3275,3275,3120,58774,185241215,37819000000,11800000,KSQ
060240.KQ,KR7060240009,룽투코리아,KOSDAQ,중견기업부,1487,2,-61,-3.94,1545,1545,1487,137455,206666502,37813345308,25429284,KSQ
094860.KQ,KR7094860004,네오리진,KOSDAQ,벤처기업부,1766,2,-44,-2.43,1791,1792,1735,42035,73673356,37791638854,21399569,KSQ
095910.KQ,KR7095910006,에스에너지,KOSDAQ,중견기업부,1937,2,-34,-1.73,1997,1997,1900,135506,262821481,37780222311,19504503,KSQ
291810.KQ,KR7291810000,핀텔,KOSDAQ,기술성장기업부,3330,1,230,7.42,3300,4005,3260,2855438,10656921885,37775226960,11343912,KSQ
048470.KQ,KR7048470009,대동스틸,KOSDAQ,우량기업부,3760,1,10,0.27,3740,3785,3740,13610,51173045,37600000000,10000000,KSQ
084870.KS,KR7084870005,TBH글로벌,KOSPI,,1797,2,-12,-0.66,1809,1840,1781,24619,44878247,37479703743,20856819,STK
117670.KQ,KR7117670000,알파홀딩스,KOSDAQ,관리종목(소속부없음),945,0,0,0.0,0,0,0,0,0,37461339405,39641629,KSQ
121850.KQ,KR7121850002,코이즈,KOSDAQ,벤처기업부,1223,2,-47,-3.7,1265,1298,1211,89680,110881997,37441136025,30614175,KSQ
452980.KQ,KR7452980006,신한제11호스팩,KOSDAQ,SPAC(소속부없음),1980,3,0,0.0,1982,1982,1974,127908,253147806,37431900000,18905000,KSQ
37550K.KS,KR737550K011,DL이앤씨우,KOSPI,,17650,2,-220,-1.23,17870,17870,17630,3994,70888940,37310070250,2113885,STK
318160.KQ,KR7318160009,셀바이오휴먼텍,KOSDAQ,벤처기업부,4025,2,-60,-1.47,4130,4130,4005,49508,200042830,37275126525,9260901,KSQ
039310.KQ,KR7039310008,세중,KOSDAQ,중견기업부,2055,1,25,1.23,2010,2085,2000,29381,59939260,37240025685,18121667,KSQ
246250.KQ,KR7246250005,에스엘에스바이오,KOSDAQ,기술성장기업부,4845,2,-55,-1.12,4905,4950,4780,6226,30037700,37181029035,7674103,KSQ
002410.KS,KR7002410009,범양건영,KOSPI,,1496,2,-17,-1.12,1515,1525,1463,68685,102297343,37148645072,24831982,STK
045300.KQ,KR7045300001,성우테크론,KOSDAQ,중견기업부,3725,1,5,0.13,3720,3755,3635,36518,135096115,37099450400,9959584,KSQ
148250.KQ,KR7148250004,알엔투테크놀로지,KOSDAQ,벤처기업부,5010,1,105,2.14,4980,5030,4870,32752,163342880,37029841860,7391186,KSQ
024070.KS,KR7024070005,WISCOM,KOSPI,,2415,1,15,0.63,2440,2455,2350,38667,92787575,37013347770,15326438,STK
380540.KQ,KR7380540005,옵티코어,KOSDAQ,벤처기업부,1280,2,-9,-0.7,1291,1299,1280,60243,77412076,36860282880,28797096,KSQ
002690.KS,KR7002690006,동일제강,KOSPI,,1814,1,8,0.44,1779,1815,1779,16112,29124407,36824853040,20300360,STK
001070.KS,KR7001070002,대한방직,KOSPI,,6940,2,-60,-0.86,6910,7040,6860,2001,13846840,36782000000,5300000,STK
059100.KQ,KR7059100008,아이컴포넌트,KOSDAQ,벤처기업부,5170,2,-50,-0.96,5360,5360,5160,7656,40122840,36556346200,7070860,KSQ
012620.KQ,KR7012620001,원일특강,KOSDAQ,우량기업부,8300,3,0,0.0,8300,8370,8280,7423,61901190,36520000000,4400000,KSQ
192390.KQ,KR7192390003,윈하이텍,KOSDAQ,벤처기업부,3340,1,15,0.45,3325,3370,3315,20101,67238985,36489469940,10924991,KSQ
032980.KQ,KR7032980005,바이온,KOSDAQ,중견기업부,900,1,84,10.29,816,1010,799,1847756,1711163368,36466113600,40517904,KSQ
303360.KQ,KR7303360002,프로티아,KOSDAQ,기술성장기업부,2830,2,-10,-0.35,2800,2860,2780,4343,12277360,36442518450,12877215,KSQ
093380.KQ,KR7093380004,풍강,KOSDAQ,중견기업부,3680,2,-10,-0.27,3710,3710,3615,44576,163779570,36355871840,9879313,KSQ
060380.KQ,KR7060380003,동양에스텍,KOSDAQ,우량기업부,1844,2,-7,-0.38,1846,1855,1841,15910,29430955,36326800000,19700000,KSQ
076610.KQ,KR7076610005,해성옵틱스,KOSDAQ,중견기업부,1425,1,21,1.5,1419,1450,1387,48937,69770130,36270807150,25453198,KSQ
296640.KQ,KR7296640006,이노룰스,KOSDAQ,벤처기업부,7000,2,-70,-0.99,7010,7110,6940,15366,107564190,36247764000,5178252,KSQ
001000.KQ,KR7001000009,신라섬유,KOSDAQ,중견기업부,1490,2,-9,-0.6,1499,1499,1430,80242,118046445,36173534600,24277540,KSQ
008470.KQ,KR7008470007,부스타,KOSDAQ,벤처기업부,4300,1,5,0.12,4295,4335,4295,7785,33578545,36140640000,8404800,KSQ
317120.KQ,KR7317120004,라닉스,KOSDAQ,기술성장기업부,3730,1,135,3.76,3590,3730,3560,25064,90539710,36031800000,9660000,KSQ
079000.KQ,KR7079000006,와토스코리아,KOSDAQ,중견기업부,5000,1,85,1.73,4920,5000,4890,36009,178549055,36000000000,7200000,KSQ
043590.KQ,KR7043590009,웰킵스하이텍,KOSDAQ,중견기업부,1320,2,-60,-4.35,1423,1435,1285,507823,693864868,35800230840,27121387,KSQ
115480.KQ,KR7115480006,씨유메디칼,KOSDAQ,벤처기업부,738,2,-13,-1.73,747,747,726,156435,115042927,35589723804,48224558,KSQ
003475.KS,KR7003471000,유안타증권우,KOSPI,,2740,3,0,0.0,2715,2790,2700,10886,29602195,35379460880,12912212,STK
439250.KQ,KR7439250002,삼성스팩7호,KOSDAQ,SPAC(소속부없음),10040,1,10,0.1,10020,10040,10010,10068,100980050,35160080000,3502000,KSQ
032800.KQ,KR7032800005,판타지오,KOSDAQ,중견기업부,296,1,11,3.86,305,342,294,40748572,13108247311,34864447024,117785294,KSQ
131760.KQ,KR7131760001,파인텍,KOSDAQ,중견기업부,802,2,-13,-1.6,815,824,795,183423,147128898,34832129566,43431583,KSQ
035460.KQ,KR7035460005,기산텔레콤,KOSDAQ,벤처기업부,2385,1,20,0.85,2370,2390,2335,41369,97654130,34766955900,14577340,KSQ
372800.KQ,KR7372800003,아이티아이즈,KOSDAQ,벤처기업부,5740,2,-60,-1.03,5800,5820,5650,3538,20348920,34594922600,6026990,KSQ
009140.KS,KR7009140005,경인전자,KOSPI,,22000,2,-50,-0.23,22200,22250,21950,1776,39232250,34557534000,1570797,STK
050120.KQ,KR7050120005,ES큐브,KOSDAQ,벤처기업부,2545,2,-85,-3.23,2580,2660,2545,13189,34453430,34520598870,13564086,KSQ
101400.KQ,KR7101400000,엔시트론,KOSDAQ,중견기업부,583,1,9,1.57,574,584,567,336044,192983977,34505568592,59186224,KSQ
000040.KS,KR7000040006,KR모터스,KOSPI,,1183,2,-48,-3.9,1252,1252,1165,563516,669056845,34464182844,29132868,STK
190650.KQ,KR7190650002,코리아에셋투자증권,KOSDAQ,우량기업부,5390,1,200,3.85,5210,5440,5210,4964,26551990,34431320000,6388000,KSQ
317240.KQ,KR7317240000,TS트릴리온,KOSDAQ,벤처기업부,356,0,0,0.0,0,0,0,0,0,34390534500,96602625,KSQ
196490.KQ,KR7196490007,디에이테크놀로지,KOSDAQ,벤처기업부,203,0,0,0.0,0,0,0,0,0,34390100080,169409360,KSQ
086060.KQ,KR7086060001,진바이오텍,KOSDAQ,중견기업부,3985,1,20,0.5,3965,3985,3940,11705,46457235,34313189195,8610587,KSQ
123010.KQ,KR7123010001,아이윈플러스,KOSDAQ,기술성장기업부,1050,2,-10,-0.94,1060,1060,1027,35338,36880278,34291469100,32658542,KSQ
215480.KQ,KR7215480005,토박스코리아,KOSDAQ,중견기업부,3565,2,-50,-1.38,3590,3650,3550,8139,29063530,34277321705,9614957,KSQ
000950.KS,KR7000950006,전방,KOSPI,,20400,1,50,0.25,20250,21000,20250,472,9649100,34272000000,1680000,STK
017000.KQ,KR7017000001,신원종합개발,KOSDAQ,중견기업부,2930,3,0,0.0,2930,2970,2900,23472,69235835,34187319110,11668027,KSQ
177350.KQ,KR7177350006,베셀,KOSDAQ,투자주의환기종목(소속부없음),425,2,-25,-5.56,447,449,417,3365026,1436840470,34158118275,80372043,KSQ
