Date,Open,High,Low,Close,Volume
2012-01-02 15:29:59.712,143700,159800,142500,159800,2891048
2012-01-03 15:29:59.712,162000,167200,150700,157400,4322826
2012-01-04 15:29:59.712,157400,164100,155000,159900,1922712
2012-01-05 15:29:59.712,160000,160400,154600,155000,1174395
2012-01-06 15:29:59.712,154000,162700,153500,157000,1191789
2012-01-09 15:29:59.712,149400,157500,141500,150500,1899409
2012-01-10 15:29:59.712,154600,156700,151000,151200,632071
2012-01-11 15:29:59.712,147000,148500,131300,135300,1680857
2012-01-12 15:29:59.712,139600,142000,134200,139500,663178
2012-01-13 15:29:59.712,138000,141400,136800,138100,346839
2012-01-16 15:29:59.712,135000,142700,133400,137500,585152
2012-01-17 15:29:59.712,140000,142200,137900,140900,610045
2012-01-18 15:29:59.712,142500,143600,135600,136400,494913
2012-01-19 15:29:59.712,139500,139900,131200,134000,418547
2012-01-20 15:29:59.712,135000,152000,131000,147000,1874279
2012-01-25 15:29:59.712,128000,143500,125000,126000,2531576
2012-01-26 15:29:59.712,129500,132500,126600,127200,763436
2012-01-27 15:29:59.712,129100,131800,121400,124500,1009916
2012-01-30 15:29:59.712,120600,123900,118500,118500,504598
2012-01-31 15:29:59.712,117000,119200,100800,100800,1541678
2012-02-01 15:29:59.712,101800,109300,101700,106700,1176233
2012-02-02 15:29:59.712,115000,122700,113700,122700,1627816
2012-02-03 15:29:59.712,124900,129000,114600,114600,2063539
2012-02-06 15:29:59.712,119400,131000,115000,124000,3449029
2012-02-07 15:29:59.712,129400,138700,127600,130900,2450532
2012-02-08 15:29:59.712,115000,129000,115000,119200,2205265
2012-02-09 15:29:59.712,122200,127400,118500,119500,1494246
2012-02-10 15:29:59.712,123000,124000,111300,112000,888734
2012-02-13 15:29:59.712,112000,114700,107000,111500,706461
2012-02-14 15:29:59.712,111500,115600,111000,111500,766894
2012-02-15 15:29:59.712,113500,113900,109100,110800,498193
2012-02-16 15:29:59.712,111900,111900,104200,104800,721724
2012-02-17 15:29:59.712,106000,108300,102900,104200,593178
2012-02-20 15:29:59.712,102000,103000,99800,100800,615816
2012-02-21 15:29:59.712,101300,113200,101300,111900,2372374
2012-02-22 15:29:59.712,112900,113700,102800,103500,1126711
2012-02-23 15:29:59.712,104800,108700,103000,103500,637858
2012-02-24 15:29:59.712,104600,107300,103500,103500,423155
2012-02-27 15:29:59.712,103000,105500,100100,101000,425393
2012-02-28 15:29:59.712,101000,103000,95900,96800,582200
2012-02-29 15:29:59.712,98100,98300,90500,92000,919856
2012-03-02 15:29:59.712,93500,96900,92200,92900,681482
2012-03-05 15:29:59.712,95600,99100,93200,94000,1064967
2012-03-06 15:29:59.712,92500,92600,82200,83100,1107797
2012-03-07 15:29:59.712,80200,85400,79500,81500,663376
2012-03-08 15:29:59.712,83200,86400,80600,82300,731670
2012-03-09 15:29:59.712,81100,84500,81100,82100,344416
2012-03-12 15:29:59.712,81500,82000,74100,74300,862120
2012-03-13 15:29:59.712,77600,79900,76400,78100,955551
2012-03-14 15:29:59.712,79400,82600,78600,80500,753452
2012-03-15 15:29:59.712,80000,88800,80000,83400,1505524
2012-03-16 15:29:59.712,84400,86400,81700,82700,785221
2012-03-19 15:29:59.712,84300,86000,82800,84500,542260
2012-03-20 15:29:59.712,84200,85700,81500,82600,487053
2012-03-21 15:29:59.712,82600,84400,81700,83800,480341
2012-03-22 15:29:59.712,85000,87000,83500,84000,654340
2012-03-23 15:29:59.712,83100,83900,82000,83200,382594
2012-03-26 15:29:59.712,84700,85500,82300,82300,318506
2012-03-27 15:29:59.712,83100,83500,77800,78200,539504
2012-03-28 15:29:59.712,89900,89900,89900,89900,318072
2012-03-29 15:29:59.712,100000,103300,98800,103300,1703267
2012-03-30 15:29:59.712,109000,116800,106300,113300,2629133
2012-04-02 15:29:59.712,115000,124800,110700,121600,2082107
2012-04-03 15:29:59.712,119900,129100,118200,121200,2421820
2012-04-04 15:29:59.712,125900,127100,116800,117900,1749624
2012-04-05 15:29:59.712,124600,125000,105000,108200,2306259
2012-04-06 15:29:59.712,106400,113000,103200,106100,1803627
2012-04-09 15:29:59.712,102900,103600,90200,92600,1494676
2012-04-10 15:29:59.712,90800,96400,86100,93900,1780165
2012-04-12 15:29:59.712,102100,107900,101600,107900,2055325
2012-04-13 15:29:59.712,111300,116200,109100,111500,1672176
2012-04-16 15:29:59.712,128200,128200,128200,128200,466584
2012-04-17 15:29:59.712,133000,141600,119600,123300,4366207
2012-04-18 15:29:59.712,125500,126500,117000,123300,2256097
2012-04-19 15:29:59.712,121500,124600,118500,119000,1035358
